TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-10-12 16:16:57.034,0,1.159491145775925,0.9205586450542087,0,0,0.7225461062945988,0.7507767611728369,0,0,0.4540341859801597,0.5783903333769448,0,0,0.2162595612314816,0.2836217320925043,0,0,-0.159324591158652,-0.1139904105480165,0,1624.212454212454,830.8424908424909,831.2454212454213,1624.212454212454,822.3809523809524,-0.401978,0.315247,0.808716,1.016846,-1.480408,-3.043060,1,4,1,1,4,55.000000
2024-10-12 16:16:57.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:16:57.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:16:58.034,0,0.9967596937027312,0.8888032154659208,0,0,0.4831034911665942,0.4256722686230145,0,0,0.4615445140336564,0.5620397170886714,0,0,0.1025402982562806,0.164013636909123,0,0,-0.1970377240918184,-0.05047300496965242,0,0,802.6373626373627,816.7399267399268,1624.615384615385,1220.476190476191,-0.475403,0.166443,0.970703,1.143951,3.132782,-0.149536,1,4,1,1,4,55.000000
2024-10-12 16:16:58.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:16:58.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:16:58.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:16:59.034,0,0.7508077484782593,0.9238204899358985,0,0,0.1725580715142617,0.2526593832267482,0,0,0.2910884633991177,0.3804026457875326,0,0,0.04080222951993293,0.2285389755897661,0,0,-0.2255347484555197,-0.2341382218264523,0,1623.809523809524,794.981684981685,797.3992673992674,1158.827838827839,651.5384615384615,-0.398499,0.093750,0.879333,-5.592651,-0.949554,0.650482,1,4,1,1,4,55.000000
2024-10-12 16:16:59.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:16:59.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:16:59.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:16:59.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:00.034,0,0.8697188354339062,0.964013993760814,0,0,0.1163335492481636,0.4010333280034972,0,0,0.5103625507361471,0.3575239153352551,0,0,0.0795809523608683,0.1934091024053018,0,0,-0.1783138717589645,-0.2867580271645007,0,26.19047619047619,808.2783882783883,794.1758241758242,0,485.9340659340659,-0.385315,0.165039,1.019226,2.818756,-14.946136,6.639404,1,4,1,1,4,55.000000
2024-10-12 16:17:00.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:00.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:00.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:01.034,0,0.8230292832125641,1.279080534804315,0,0,0.1889203650294929,0.5703726423353018,0,0,0.5293321685607451,0.5602833023681654,0,0,0.1656959417986575,0.04749561985542689,0,0,-0.2173291772565274,-0.2869671732242888,0,532.6739926739926,796.5934065934066,790.1465201465202,0,601.5750915750916,-0.328186,0.117310,0.769592,-9.450684,28.097839,-12.957306,1,4,1,1,4,55.000000
2024-10-12 16:17:01.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:01.510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:01.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:02.036,0,1.310266790214325,1.472810531731107,0,0,0.8177668437360541,0.6356980825224843,0,0,0.6797019261232757,0.557653562918773,0,0,0.1040014737277603,0.07291791466949023,0,0,-0.09629399336218634,-0.2325816580295388,0,1623.809523809524,804.6520146520147,798.6080586080586,1624.212454212454,1483.992673992674,-0.413208,0.355713,0.969116,10.975952,-13.316193,5.390778,1,4,1,1,4,55.000000
2024-10-12 16:17:02.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:02.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:03.034,0,1.022771860239707,0.6133366795536742,0,0,0.8211364528515865,0.6308758328650749,0,0,0.7204715743872546,0.6132577314418289,0,0,0.2266476778608034,0.1386174132692473,0,0,-0.1319048146749948,-0.2463191564179167,0,0,806.2637362637363,814.7252747252747,0,0,-0.477661,0.135010,1.017395,-2.497253,5.368347,-4.710388,1,4,1,1,4,55.000000
2024-10-12 16:17:03.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:03.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:03.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:04.034,0,0.7456126664621815,0.9806384452133444,0,0,0.7788399632041063,0.5069350852773226,0,0,0.6098428702828287,0.6214453183574156,0,0,0.2541877229275842,0.1976893017945409,0,0,-0.04756561455801019,-0.1855703327589412,0,1623.809523809524,797.8021978021978,794.5787545787546,1644.761904761905,921.0989010989011,-0.387146,0.130432,0.763672,10.960999,-8.994598,-0.261688,1,4,1,1,4,55.000000
2024-10-12 16:17:04.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:04.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:04.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:05.035,0,0.6902414314237864,0.7871129391260264,0,0,0.3317245226274526,0.4521601468276294,0,0,0.4922011485397948,0.4604015227159565,0,0,0.2275293885014535,0.2334656651615286,0,0,-0.02478386116766436,-0.1815997781944316,0,0,807.4725274725275,809.4871794871796,0,373.1135531135531,-0.506958,0.240234,1.039185,6.609497,-2.960815,4.680481,1,4,1,1,4,55.000000
2024-10-12 16:17:05.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:05.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:06.034,0,0.4314198625969624,0.5354296416550234,0,0,0.2746247661580243,0.3609767875899412,0,0,0.3537215388589831,0.3523461739366702,0,0,0.2267800480022596,0.1955639117767536,0,0,-0.06785977615749192,-0.1505359627166182,0,14.1025641025641,791.7582417582418,794.981684981685,0,141.8315018315018,-0.388977,0.219666,0.762390,-8.523560,-18.228455,-0.725250,1,4,1,1,4,55.000000
2024-10-12 16:17:06.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:06.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:06.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:07.034,0,0.9728263458684629,0.8306748234379007,0,0,0.2212765173865548,0.261738702535974,0,0,0.540677100069505,0.4303764582466123,0,0,0.2128781550479509,0.1337336519815741,0,0,-0.06371437995322685,-0.1667356039425455,0,0,818.7545787545788,809.8901098901099,0,0,-0.518372,0.214417,0.967773,-0.314026,-0.029907,-13.577881,1,4,1,1,4,55.000000
2024-10-12 16:17:07.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:07.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:07.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:07.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:07.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:08.035,0,0.9039157756652046,0.7403374910655582,0,0,0.1998318530615232,0.4041165787139708,0,0,0.1920028148842362,0.4754781776787357,0,0,0.2566341976953939,0.1559886131541842,0,0,0.001219118682412372,-0.1064583742164587,0,0,805.0549450549451,798.6080586080586,0,0,-0.413757,0.061340,0.792725,2.863617,-1.241150,-1.727142,1,4,1,1,4,55.000000
2024-10-12 16:17:08.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:08.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:08.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:08.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:09.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:09.034,0,0.7804710461057943,0.6721160014355759,0,0,0.4342603315858957,0.3940636649703098,0,0,0.4276309096954692,0.2759059838158246,0,0,0.1573894510426691,0.1992193491124607,0,0,-0.02290858504923724,0.1136773621527341,0,1624.212454212454,801.4285714285714,802.6373626373627,1624.212454212454,1623.809523809524,-0.455811,0.096558,0.929382,0.620575,4.770203,10.519867,1,4,1,1,4,55.000000
2024-10-12 16:17:10.043,0,0.9388194484807943,0.7655475914309599,0,0,0.3833441978651033,0.2732341469210106,0,0,0.3961929552531814,0.5652962036549202,0,0,0.06149127867692456,0.3204341153584445,0,0,-0.004774423401371328,0.2149751400534307,0,0,821.1721611721612,795.7875457875458,0,0.8058608058608059,-0.507202,0.165222,0.897278,-4.097290,0.022430,2.078552,1,4,1,1,4,55.000000
2024-10-12 16:17:10.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:10.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:10.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:10.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:10.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:10.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:11.035,0,1.271665885424944,0.9303884197455015,0,0,0.9531868843524927,0.6139169975429816,0,0,0.4484636529535609,0.8016666464771489,0,0,0.1759226570468498,0.6572385454137502,0,0,-0.07817291895020573,0.3944919666484743,0,1623.809523809524,795.3846153846154,793.3699633699634,1624.212454212454,1626.630036630037,-0.472107,0.251282,0.927124,4.620667,3.095398,-1.958923,1,4,1,1,4,55.000000
2024-10-12 16:17:11.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:11.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:11.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:12.034,0,0.522570516962691,0.988306623280923,0,0,0.8071820723888804,0.5759827993623657,0,0,0.456601769731326,0.7445492291887854,0,0,0.1430800721289769,0.524937838162308,0,0,0.07235339600767569,0.2148733587370793,0,1623.809523809524,807.4725274725275,807.4725274725275,1624.212454212454,1179.78021978022,-0.429993,0.130005,0.924377,6.945953,4.957123,-6.123505,1,4,1,1,4,55.000000
2024-10-12 16:17:12.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:12.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:12.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:12.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:13.034,0,0.1533945408802355,0.8602518328961847,0,0,0.50329544790077,0.3503757762533331,0,0,0.4763862410243883,0.4652286994638427,0,0,0.1564588285205664,0.03156684719877913,0,0,0.1434655662368233,-0.1810572088910888,0,1624.212454212454,784.5054945054945,765.5677655677656,1624.212454212454,1624.212454212454,-0.378357,0.125244,0.791687,4.164581,6.684265,3.880463,1,4,1,1,4,55.000000
2024-10-12 16:17:13.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:13.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:13.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:14.034,0,-0.1986203449483656,0.6838783744882815,0,0,-0.1113947204287235,0.4521096789308006,0,0,-0.01882319415511981,-0.04778138154121627,0,0,0.1970128194487763,0.177781591061678,0,0,0.2763647295811627,-0.0159857832039731,0,0,798.2051282051282,784.9084249084249,0,293.3333333333333,-0.432068,0.213074,0.903809,-2.295380,2.706604,1.607513,1,4,1,1,4,55.000000
2024-10-12 16:17:14.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:14.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:14.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:15.040,0,0.8196370288224107,0.4368555958131516,0,0,0.6253207725339796,0.3033614631370037,0,0,0.6929171029840718,0.268194813646694,0,0,0.3271653829838882,0.06519371282628149,0,0,-0.05371216135297454,-0.178296341627319,0,1624.212454212454,806.2637362637363,798.2051282051282,1624.212454212454,1623.809523809524,-0.424927,0.222229,0.778931,6.467438,8.605804,6.355286,1,4,1,1,4,55.000000
2024-10-12 16:17:15.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:15.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:15.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:15.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:15.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:16.034,0,1.053480475448775,0.4455730124020925,0,0,0.7935651135993349,0.2889360104796436,0,0,0.8759382449504305,0.4708749377749498,0,0,0.2901387244422653,0.09050897017593741,0,0,-0.1080967458775913,-0.2078764254109466,0,0,796.1904761904763,805.0549450549451,0,1.208791208791209,-0.487549,0.125671,0.910400,3.364563,1.749573,-2.975769,1,4,1,1,4,55.000000
2024-10-12 16:17:16.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:16.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:17.034,0,0.6906402949062483,0.610236142510598,0,0,0.6045389435830844,0.1744108443825177,0,0,0.6754523953916405,0.537802482798769,0,0,0.3839474100261172,0.1697330692249703,0,0,-0.1709199957071019,-0.1145301016858887,0,1623.809523809524,794.5787545787546,790.1465201465202,1604.065934065934,537.9120879120879,-0.348450,0.081787,0.788025,9.360962,-24.651031,7.491760,1,4,1,1,4,55.000000
2024-10-12 16:17:17.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:17.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:17.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:17.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:18.034,0,0.611548474872422,0.559752313606159,0,0,0.4124744217831445,0.4518095684396037,0,0,0.3784274922285174,0.4866245387700381,0,0,0.3865594878072464,0.2320967403423538,0,0,-0.0250845838103209,-0.01771602143351502,0,1533.956043956044,797.3992673992674,805.4578754578755,0,0,-0.436401,0.220459,0.947021,-0.441132,-2.721558,2.886047,1,4,1,1,4,55.000000
2024-10-12 16:17:18.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:18.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:18.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:18.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:19.034,0,0.607320336405199,0.7132886376008095,0,0,0.4911038543875599,0.5657390805706173,0,0,0.5495947292655031,0.5689123552438012,0,0,0.3718123086352884,0.1545956542500302,0,0,0.1399391011832291,-0.2156685359654964,0,1624.212454212454,799.0109890109891,784.5054945054945,59.63369963369964,72.93040293040293,-0.413940,0.264038,0.809204,-13.383484,-21.578064,-0.411224,1,4,1,1,4,55.000000
2024-10-12 16:17:19.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:19.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:19.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:20.035,0,0.7625398876287792,0.7764395485717529,0,0,0.7823564245800363,0.2768723168354246,0,0,0.7016055044447619,0.6351487076474681,0,0,0.4074470142152846,0.3140888082460496,0,0,0.05332168672344448,-0.1517672729274928,0,0,798.6080586080586,796.996336996337,0,0,-0.509644,0.217896,1.085022,5.607605,-8.590851,1.241150,1,4,1,1,4,55.000000
2024-10-12 16:17:20.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:20.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2024-10-12 16:17:20.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:20.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:21.034,0,0.8707566828217208,0.6509120595366216,0,0,0.7613498530940098,0.4294725251888867,0,0,0.6500968532707334,0.5832086155317303,0,0,0.344462916944397,0.1665039847491323,0,0,-0.113830065890749,-0.3120764063237465,0,1624.212454212454,791.3553113553114,794.5787545787546,1624.615384615385,666.8498168498169,-0.350464,0.113342,0.780396,10.646973,-8.792725,5.749664,1,4,1,1,4,55.000000
2024-10-12 16:17:21.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-10-12 16:17:21.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
