unix_ms,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z,vel_x,vel_y,vel_z,leftHandPos_x,leftHandPos_y,leftHandPos_z,leftHandForward_x,leftHandForward_y,leftHandForward_z,leftHandVelocity_x,leftHandVelocity_y,leftHandVelocity_z,rightHandPos_x,rightHandPos_y,rightHandPos_z,rightHandForward_x,rightHandForward_y,rightHandForward_z,rightHandVelocity_x,rightHandVelocity_y,rightHandVelocity_z
1728764213332,3.088715,1.54333,0.2196763,-0.986624,0.1626986,-0.0101155,-0.007688999,-0.0003755093,-0.02599508,3.103276,0.7579945,0.06465536,0.794939,-0.5204357,0.3117995,-0.07143617,0.06298274,-0.008180737,3.132036,0.7601261,0.4594067,0.03017676,-0.8696961,0.4926645,-0.2821326,-0.1738161,0.04863292
1728764213339,3.088715,1.54333,0.2196763,-0.986624,0.1626986,-0.0101155,0,0,0,3.103276,0.7579945,0.06465536,0.794939,-0.5204357,0.3117995,0,0,0,3.132036,0.7601261,0.4594067,0.03017676,-0.8696961,0.4926645,0,0,0
1728764213344,3.088715,1.54333,0.2196763,-0.986624,0.1626986,-0.0101155,0,0,0,3.103276,0.7579945,0.06465536,0.794939,-0.5204357,0.3117995,0,0,0,3.132036,0.7601261,0.4594067,0.03017676,-0.8696961,0.4926645,0,0,0
1728764213374,3.087875,1.542971,0.2158781,-0.9863396,0.1645805,-0.006915331,-0.06297827,-0.02689362,-0.284864,3.102248,0.7587862,0.0646069,0.7757027,-0.5522516,0.3054569,-0.07714033,0.05937517,-0.003634393,3.132885,0.75187,0.4566906,0.009491712,-0.893741,0.4484832,0.06369352,-0.6192058,-0.2037048
1728764213380,3.087875,1.542971,0.2158781,-0.9863396,0.1645805,-0.006915331,0,0,0,3.102248,0.7587862,0.0646069,0.7757027,-0.5522516,0.3054569,0,0,0,3.132885,0.75187,0.4566906,0.009491712,-0.893741,0.4484832,0,0,0
1728764213386,3.087875,1.542971,0.2158781,-0.9863396,0.1645805,-0.006915331,0,0,0,3.102248,0.7587862,0.0646069,0.7757027,-0.5522516,0.3054569,0,0,0,3.132885,0.75187,0.4566906,0.009491712,-0.893741,0.4484832,0,0,0
1728764213415,3.086525,1.542378,0.2113658,-0.9864878,0.1636942,-0.006801605,-0.1012802,-0.04448891,-0.3384277,3.10154,0.7589321,0.065503,0.7926279,-0.5452286,0.2728865,-0.05310774,0.01094341,0.06720722,3.126943,0.7329815,0.4562104,0.06760362,-0.9172621,0.3925052,-0.445658,-1.416636,-0.03601536
1728764213422,3.086525,1.542378,0.2113658,-0.9864878,0.1636942,-0.006801605,0,0,0,3.10154,0.7589321,0.065503,0.7926279,-0.5452286,0.2728865,0,0,0,3.126943,0.7329815,0.4562104,0.06760362,-0.9172621,0.3925052,0,0,0
1728764213427,3.086525,1.542378,0.2113658,-0.9864878,0.1636942,-0.006801605,0,0,0,3.10154,0.7589321,0.065503,0.7926279,-0.5452286,0.2728865,0,0,0,3.126943,0.7329815,0.4562104,0.06760362,-0.9172621,0.3925052,0,0,0
1728764213456,3.084908,1.541624,0.2064595,-0.986743,0.162133,-0.007185817,-0.1212895,-0.05659461,-0.3679678,3.10122,0.7589352,0.06600505,0.7940924,-0.5517274,0.2549791,-0.02399683,0.0002279878,0.03765374,3.125059,0.7359509,0.4509243,0.06778374,-0.9241638,0.3759346,-0.1412988,0.2227038,-0.3964551
1728764213462,3.084908,1.541624,0.2064595,-0.986743,0.162133,-0.007185817,0,0,0,3.10122,0.7589352,0.06600505,0.7940924,-0.5517274,0.2549791,0,0,0,3.125059,0.7359509,0.4509243,0.06778374,-0.9241638,0.3759346,0,0,0
