unix_ms,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z,vel_x,vel_y,vel_z,leftHandPos_x,leftHandPos_y,leftHandPos_z,leftHandForward_x,leftHandForward_y,leftHandForward_z,leftHandVelocity_x,leftHandVelocity_y,leftHandVelocity_z,rightHandPos_x,rightHandPos_y,rightHandPos_z,rightHandForward_x,rightHandForward_y,rightHandForward_z,rightHandVelocity_x,rightHandVelocity_y,rightHandVelocity_z
1728509835610,1.814296,1.614326,-0.4174821,-0.9866782,0.157964,0.03890711,-0.1477808,0.07767677,-0.1302637,1.910225,0.9774854,-0.6403534,-0.06319105,-0.749297,-0.6592128,-1.658142,-0.8985668,5.489887,1.660956,0.9698516,0.1847948,0.3738248,-0.5765882,-0.7264993,0.001582503,0.5048543,-0.5172595
1728509835617,1.814296,1.614326,-0.4174821,-0.9866782,0.157964,0.03890711,0,0,0,1.910225,0.9774854,-0.6403534,-0.06319105,-0.749297,-0.6592128,0,0,0,1.660956,0.9698516,0.1847948,0.3738248,-0.5765882,-0.7264993,0,0,0
1728509835624,1.814296,1.614326,-0.4174821,-0.9866782,0.157964,0.03890711,0,0,0,1.910225,0.9774854,-0.6403534,-0.06319105,-0.749297,-0.6592128,0,0,0,1.660956,0.9698516,0.1847948,0.3738248,-0.5765882,-0.7264993,0,0,0
1728509835652,1.811147,1.615181,-0.4188261,-0.9856797,0.1643569,0.0377214,-0.2361238,0.06414056,-0.1007974,1.895215,0.9657813,-0.6241596,-0.123063,-0.8066028,-0.5781418,-1.125741,-0.8778021,1.21454,1.663064,0.9796481,0.1754104,0.3922636,-0.5672126,-0.7241547,0.1581162,0.7347375,-0.7038295
1728509835661,1.811147,1.615181,-0.4188261,-0.9856797,0.1643569,0.0377214,0,0,0,1.895215,0.9657813,-0.6241596,-0.123063,-0.8066028,-0.5781418,0,0,0,1.663064,0.9796481,0.1754104,0.3922636,-0.5672126,-0.7241547,0,0,0
1728509835667,1.811147,1.615181,-0.4188261,-0.9856797,0.1643569,0.0377214,0,0,0,1.895215,0.9657813,-0.6241596,-0.123063,-0.8066028,-0.5781418,0,0,0,1.663064,0.9796481,0.1754104,0.3922636,-0.5672126,-0.7241547,0,0,0
1728509835694,1.80656,1.615462,-0.4200572,-0.9842133,0.1734718,0.03510505,-0.3440559,0.02110004,-0.09233505,1.878962,0.9571882,-0.6083297,-0.1594268,-0.8382307,-0.5214908,-1.219001,-0.6444857,1.187244,1.666885,0.9833197,0.1688967,0.4239295,-0.5627365,-0.7096562,0.2865136,0.2753735,-0.4885286
1728509835701,1.80656,1.615462,-0.4200572,-0.9842133,0.1734718,0.03510505,0,0,0,1.878962,0.9571882,-0.6083297,-0.1594268,-0.8382307,-0.5214908,0,0,0,1.666885,0.9833197,0.1688967,0.4239295,-0.5627365,-0.7096562,0,0,0
1728509835708,1.80656,1.615462,-0.4200572,-0.9842133,0.1734718,0.03510505,0,0,0,1.878962,0.9571882,-0.6083297,-0.1594268,-0.8382307,-0.5214908,0,0,0,1.666885,0.9833197,0.1688967,0.4239295,-0.5627365,-0.7096562,0,0,0
1728509835736,1.800421,1.615338,-0.420406,-0.9830424,0.1811351,0.0286079,-0.4604459,-0.009334087,-0.02615601,1.864977,0.9524374,-0.5961728,-0.1517249,-0.8424277,-0.5170062,-1.04886,-0.3563091,0.9117633,1.665195,0.9874011,0.1659219,0.4118938,-0.5743963,-0.707399,-0.1267344,0.3061071,-0.2231061
