,TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,unix_ms,rel_unix_ms,trial_ms
201,2024-11-24 12:44:11.840,0.779396943487292,0.490581745653008,0.4024419569403904,1.870220543009762,0.3565913280295037,-0.0480828906792559,-0.1288475019865971,1.731964636338561,0.3199218696066731,0.4683364387031094,-0.0070368568873662,1.42596387463475,0.5467511366308926,-0.0279472452873483,0.0960225480604965,1.00617648313623,0.6009303798030462,-0.4452264554662013,-0.1085862900988816,0.5057723262610202,372.3076923076923,801.8315018315019,798.2051282051282,377.1428571428572,0.0,-0.158203,0.020264,0.748169,9.443207,5.764618,9.091797,1.0,4.0,1.0,1.0,4.0,65.0,,1732470251840,47500,42996
203,2024-11-24 12:44:12.339,0.779396943487292,0.195550953518921,0.560757825592811,1.870220543009762,0.3565913280295037,-0.4382950705042515,-0.0616036535039647,1.731964636338561,0.3199218696066731,0.2577565736830177,0.1201070941209666,1.42596387463475,0.5467511366308926,-0.0846690876027495,0.0849251493777975,1.00617648313623,0.6009303798030462,-0.4956938727144212,-0.1460178051919007,0.5057723262610202,641.0622710622711,801.4285714285714,801.4285714285714,1422.344322344322,1620.989010989011,-0.119934,0.122009,0.819885,-2.018738,-9.4133,-5.988922,1.0,4.0,1.0,1.0,4.0,65.0,,1732470252339,47999,43495
205,2024-11-24 12:44:12.852,0.779396943487292,0.1900357983885423,0.5316337090706116,1.870220543009762,0.3565913280295037,-0.2505870710947791,0.1628493440280016,1.731964636338561,0.3199218696066731,0.2297629079751821,0.3616374264798503,1.42596387463475,0.5467511366308926,-0.0544436544340589,0.0708703537185899,1.00617648313623,0.6009303798030462,-0.5755824709152533,-0.2110941665874083,0.5057723262610202,1359.487179487179,805.054945054945,801.025641025641,1376.813186813187,1626.630036630037,-0.149292,0.043701,1.041626,0.291595,10.983429,7.020721,1.0,4.0,1.0,1.0,4.0,65.0,,1732470252852,48512,44008
208,2024-11-24 12:44:13.340,0.779396943487292,0.3670806957659439,0.8940743035212657,1.870220543009762,0.3565913280295037,0.0948091900298194,0.5748718676956707,1.731964636338561,0.3199218696066731,0.2648015892954319,0.4452236577342313,1.42596387463475,0.5467511366308926,-0.0730343306543003,0.0926217465025408,1.00617648313623,0.6009303798030462,-0.595018306664636,-0.3796483331944235,0.5057723262610202,979.92673992674,802.6373626373627,805.8608058608058,806.6666666666667,0.0,-0.191589,0.154785,1.391235,1.121521,6.153412,-7.798309,1.0,4.0,1.0,1.0,4.0,65.0,,1732470253340,49000,44496
210,2024-11-24 12:44:13.849,0.779396943487292,0.4461828608933822,0.981774324908002,1.870220543009762,0.3565913280295037,0.2785334487029634,0.7545623650692447,1.731964636338561,0.3199218696066731,0.6850002924968205,0.7725149668967777,1.42596387463475,0.5467511366308926,-0.0447371900450902,0.1324192362515204,1.00617648313623,0.6009303798030462,-0.5100737214254644,-0.5322896634974843,0.5057723262610202,560.0732600732601,803.4432234432235,803.8461538461539,263.1135531135531,0.0,-0.132507,0.141846,1.114136,2.198181,8.022614,1.330872,1.0,4.0,1.0,1.0,4.0,65.0,,1732470253849,49509,45005
211,2024-11-24 12:44:14.340,0.779396943487292,0.5599702314709877,1.081888743313777,1.870220543009762,0.3565913280295037,0.4750040883265684,0.8217098335850187,1.731964636338561,0.3199218696066731,0.8090101423310421,0.7725149668967777,1.42596387463475,0.5467511366308926,0.007678305708881,0.164471740454989,1.00617648313623,0.6009303798030462,-0.4306260716057488,-0.5589448452301363,0.5057723262610202,1083.882783882784,800.6227106227107,809.0842490842491,854.2124542124542,12.49084249084249,-0.157104,0.038391,0.934937,10.220795,-11.843262,-25.301514,1.0,4.0,1.0,1.0,4.0,65.0,,1732470254340,50000,45496
214,2024-11-24 12:44:14.840,0.779396943487292,1.102070311073885,0.9820073121552444,1.870220543009762,0.3565913280295037,0.7833885064910896,0.7894125151608662,1.731964636338561,0.3199218696066731,0.9583259615185948,0.7179330280109927,1.42596387463475,0.5467511366308926,0.0651197940813836,0.1588129744455241,1.00617648313623,0.6009303798030462,-0.3569691611224903,-0.5687357639122619,0.5057723262610202,379.96336996337,794.981684981685,836.0805860805862,485.1282051282051,0.0,-0.07196,0.141174,0.8479,1.398163,-6.153412,2.639313,1.0,4.0,1.0,1.0,4.0,65.0,,1732470254840,50500,45996
217,2024-11-24 12:44:15.346,0.779396943487292,1.304794741261038,1.077019585709626,1.870220543009762,0.3565913280295037,0.9566267512800976,0.8948284750677346,1.731964636338561,0.3199218696066731,0.9490558575898956,0.7179330280109927,1.42596387463475,0.5467511366308926,0.1132101873591769,0.2235818238018459,1.00617648313623,0.6009303798030462,-0.3386297376424312,-0.5879921396433629,0.5057723262610202,616.080586080586,808.2783882783883,809.4871794871796,593.5164835164835,948.095238095238,-0.05719,0.029663,0.888611,11.521759,-3.970184,7.917938,1.0,4.0,1.0,1.0,4.0,65.0,,1732470255346,51006,46502
218,2024-11-24 12:44:15.840,0.779396943487292,1.360968475070016,1.077019585709626,1.870220543009762,0.3565913280295037,0.9079089504945784,0.8948284750677346,1.731964636338561,0.3199218696066731,0.8536161449979977,0.7179330280109927,1.42596387463475,0.5467511366308926,0.132869302332647,0.2235818238018459,1.00617648313623,0.6009303798030462,-0.3562935759199633,-0.5879921396433629,0.5057723262610202,1066.556776556777,806.2637362637363,807.4725274725275,1079.047619047619,1626.630036630037,-0.089111,0.23761,0.995911,2.64679,4.299164,0.358887,1.0,4.0,1.0,1.0,4.0,65.0,,1732470255840,51500,46996
220,2024-11-24 12:44:16.340,0.779396943487292,0.5081035298762117,1.077019585709626,1.870220543009762,0.3565913280295037,0.0402967620340335,0.8948284750677346,1.731964636338561,0.3199218696066731,0.1007332363835178,0.7179330280109927,1.42596387463475,0.5467511366308926,0.0614036423139782,0.2235818238018459,1.00617648313623,0.6009303798030462,-0.5553926657040221,-0.5879921396433629,0.5057723262610202,501.2454212454213,796.996336996337,797.3992673992674,601.1721611721612,0.0,-0.030334,0.10376,1.318726,-2.422485,0.418701,-3.267365,1.0,4.0,1.0,1.0,4.0,65.0,,1732470256340,52000,47496
223,2024-11-24 12:44:16.840,0.779396943487292,0.6270992471111404,0.8933370607384068,1.870220543009762,0.3565913280295037,0.1858118943732722,0.3824347017776142,1.731964636338561,0.3199218696066731,0.4413853453183316,0.391413638779605,1.42596387463475,0.5467511366308926,0.1066085983582108,-0.051280688595693,1.00617648313623,0.6009303798030462,-0.6010427510853219,-0.3174671051771531,0.5057723262610202,960.989010989011,800.2197802197802,799.0109890109891,499.6336996336996,573.3699633699634,-0.07251,0.102539,1.015991,4.80011,-0.5159,-7.14035,1.0,4.0,1.0,1.0,4.0,65.0,,1732470256840,52500,47996
225,2024-11-24 12:44:17.340,0.779396943487292,0.7840917092170704,0.873695895487382,1.870220543009762,0.3565913280295037,0.4320105687746297,0.5303316562450353,1.731964636338561,0.3199218696066731,0.5121689866771043,0.6466524087520351,1.42596387463475,0.5467511366308926,0.077596043172076,0.103261378598488,1.00617648313623,0.6009303798030462,-0.6141852180456757,-0.3726532094701177,0.5057723262610202,547.985347985348,824.7985347985348,813.919413919414,935.6043956043956,981.5384615384615,-0.012878,0.189941,0.871765,2.071075,-7.940369,-6.422577,1.0,4.0,1.0,1.0,4.0,65.0,,1732470257340,53000,48496
228,2024-11-24 12:44:17.840,0.779396943487292,1.182052726435636,0.937316554181668,1.870220543009762,0.3565913280295037,0.8099166576299367,0.6350785958879895,1.731964636338561,0.3199218696066731,0.6650536420797205,0.662616605565901,1.42596387463475,0.5467511366308926,0.0363121137145634,0.165201124165179,1.00617648313623,0.6009303798030462,-0.5997521075533819,-0.4306522732843934,0.5057723262610202,619.7069597069598,802.2344322344322,799.4139194139194,1026.666666666667,1626.630036630037,-0.028137,0.044617,0.945679,5.473022,-4.336548,0.53833,1.0,4.0,1.0,1.0,4.0,65.0,,1732470257840,53500,48996
230,2024-11-24 12:44:18.340,0.779396943487292,1.256105658479396,0.8195179890117976,1.870220543009762,0.3565913280295037,0.9016890281643188,0.6224778221871933,1.731964636338561,0.3199218696066731,0.6515179534355152,0.6707332464047265,1.42596387463475,0.5467511366308926,-0.0819840607590091,0.17750387422727,1.00617648313623,0.6009303798030462,-0.5522410661802466,-0.4893399522732774,0.5057723262610202,1177.362637362637,801.025641025641,805.054945054945,879.1941391941392,1636.703296703297,-0.014832,0.236023,0.99939,-0.418701,-1.734619,1.435547,1.0,4.0,1.0,1.0,4.0,65.0,,1732470258340,54000,49496
233,2024-11-24 12:44:18.840,0.779396943487292,1.178463788123909,0.7705571699952095,1.870220543009762,0.3565913280295037,0.8087055119009909,0.5084111646914397,1.731964636338561,0.3199218696066731,0.5695872768773536,0.5008389620906387,1.42596387463475,0.5467511366308926,-0.1232917758770676,0.047822265642789,1.00617648313623,0.6009303798030462,-0.4473024424924988,-0.4836789055840398,0.5057723262610202,572.967032967033,796.5934065934066,802.6373626373627,652.7472527472528,965.824175824176,-0.128296,0.21698,1.144592,-0.209351,4.000092,9.159088,1.0,4.0,1.0,1.0,4.0,65.0,,1732470258840,54500,49996
234,2024-11-24 12:44:19.348,0.779396943487292,0.9605074601009488,0.7778921964033608,1.870220543009762,0.3565913280295037,0.5982336174147549,0.4875868110355391,1.731964636338561,0.3199218696066731,0.501441442835998,0.5267615548834735,1.42596387463475,0.5467511366308926,-0.0625787180183271,0.0406049494716226,1.00617648313623,0.6009303798030462,-0.3725112261740489,-0.541326220210897,0.5057723262610202,783.2967032967033,797.8021978021978,802.6373626373627,909.0109890109892,0.0,-0.111938,0.092163,0.884277,5.031891,7.14035,-1.42807,1.0,4.0,1.0,1.0,4.0,65.0,,1732470259348,55008,50504
237,2024-11-24 12:44:19.840,0.779396943487292,0.9997683059773734,1.230576309328088,1.870220543009762,0.3565913280295037,0.7237556546433455,0.8126081489728842,1.731964636338561,0.3199218696066731,0.5969005712020856,0.6173043424785336,1.42596387463475,0.5467511366308926,0.0116694553535418,0.1533415079110635,1.00617648313623,0.6009303798030462,-0.3228257254202366,-0.3149598927111915,0.5057723262610202,646.3003663003664,795.3846153846154,824.3956043956044,854.2124542124542,1626.630036630037,-0.13208,0.244446,0.978271,5.278625,-10.175934,-16.157379,1.0,4.0,1.0,1.0,4.0,65.0,,1732470259840,55500,50996
239,2024-11-24 12:44:20.339,0.779396943487292,1.050330906422598,1.299835449481418,1.870220543009762,0.3565913280295037,0.8192888884930692,0.8282043731207608,1.731964636338561,0.3199218696066731,0.6308233118672699,0.6343840107852451,1.42596387463475,0.5467511366308926,0.0679582869221843,0.1560471897155278,1.00617648313623,0.6009303798030462,-0.2250226744350361,-0.3047943532171399,0.5057723262610202,1161.648351648352,802.6373626373627,813.5164835164835,821.5750915750916,1613.333333333333,-0.108276,0.092957,1.077332,-5.188904,-2.639313,-3.529053,1.0,4.0,1.0,1.0,4.0,65.0,,1732470260339,55999,51495
241,2024-11-24 12:44:20.842,0.779396943487292,0.9941247744037064,1.21154446995852,1.870220543009762,0.3565913280295037,0.9032402672819634,0.8724322315010695,1.731964636338561,0.3199218696066731,0.7560968072920563,0.7098871113471515,1.42596387463475,0.5467511366308926,0.312710961776678,0.3104661335880776,1.00617648313623,0.6009303798030462,0.3609911479124672,0.3153570482510183,0.5057723262610202,475.4578754578754,800.6227106227107,809.4871794871796,342.8937728937729,0.0,-0.085388,0.096008,0.974487,1.443024,-0.605621,-7.932892,1.0,4.0,1.0,1.0,4.0,65.0,,1732470260842,56502,51998
243,2024-11-24 12:44:21.340,0.779396943487292,0.6345874680399941,0.9762921161082198,1.870220543009762,0.3565913280295037,0.6535104642046964,0.7819183892379931,1.731964636338561,0.3199218696066731,0.6103226320169617,0.7317161960972066,1.42596387463475,0.5467511366308926,0.3483193753645349,0.2904174577215172,1.00617648313623,0.6009303798030462,0.3858031264948295,0.3478334663062612,0.5057723262610202,564.1025641025641,804.6520146520147,796.1904761904763,839.3040293040293,0.0,0.019958,0.197266,0.889404,-0.904694,-5.869293,8.972168,1.0,4.0,1.0,1.0,4.0,65.0,,1732470261340,57000,52496
245,2024-11-24 12:44:21.844,0.779396943487292,0.5714031322711348,0.7150426356416766,1.870220543009762,0.3565913280295037,0.5942937475910794,0.8218932485405818,1.731964636338561,0.3199218696066731,0.6116165763757171,0.7662224179746148,1.42596387463475,0.5467511366308926,0.3084966261367627,0.2076306804949338,1.00617648313623,0.6009303798030462,0.3053446735679723,0.193843940921356,0.5057723262610202,1010.952380952381,799.0109890109891,792.967032967033,1210.805860805861,1626.630036630037,-0.096375,0.071045,1.091614,4.63562,-3.20755,12.224579,1.0,4.0,1.0,1.0,4.0,65.0,,1732470261844,57504,53000
247,2024-11-24 12:44:22.340,0.779396943487292,0.5230885650274215,0.6565401247008791,1.870220543009762,0.3565913280295037,0.3937399248397101,0.7040792239889523,1.731964636338561,0.3199218696066731,0.4428701051020979,0.7525840574285879,1.42596387463475,0.5467511366308926,0.1320215906398046,0.0627237447090769,1.00617648313623,0.6009303798030462,-0.0942275725635278,-0.1152708451646057,0.5057723262610202,1010.952380952381,797.3992673992674,795.3846153846154,777.2527472527473,1418.717948717949,-0.010071,0.238342,1.026855,3.035583,-14.063873,12.508698,1.0,4.0,1.0,1.0,4.0,65.0,,1732470262340,58000,53496
249,2024-11-24 12:44:22.846,0.779396943487292,0.7261922839974667,0.8236336152121461,1.870220543009762,0.3565913280295037,0.496473475395327,0.7895617902830572,1.731964636338561,0.3199218696066731,0.6782531982118046,0.7009902937508473,1.42596387463475,0.5467511366308926,-0.0036330976796635,0.0040316378081456,1.00617648313623,0.6009303798030462,-0.3377168832126549,-0.3276222088679518,0.5057723262610202,950.9157509157508,811.5018315018315,790.1465201465202,962.6007326007326,1390.915750915751,0.210693,0.253296,0.978882,4.157104,7.005768,26.520233,1.0,2.0,1.0,1.0,4.0,65.0,,1732470262846,58506,54002
250,2024-11-24 12:44:23.340,0.779396943487292,1.024113606224162,0.924217785238486,1.870220543009762,0.3565913280295037,0.7533672919786234,0.6962929677788896,1.731964636338561,0.3199218696066731,0.8339959193832008,0.561162981041644,1.42596387463475,0.5467511366308926,0.0235900268125408,-0.0066887212722491,1.00617648313623,0.6009303798030462,-0.1948968743309864,-0.225981037867946,0.5057723262610202,883.6263736263736,812.7106227106227,784.5054945054945,844.5421245421246,1626.630036630037,0.003296,0.131042,1.094299,6.945953,6.437531,8.822632,1.0,2.0,1.0,1.0,2.0,65.0,,1732470263340,59000,54496
252,2024-11-24 12:44:23.847,0.779396943487292,1.068038663541433,1.139758039533713,1.870220543009762,0.3565913280295037,0.8228180399459877,0.866878899580806,1.731964636338561,0.3199218696066731,0.8339959193832008,0.5305459039283807,1.42596387463475,0.5467511366308926,0.0688467751010866,0.0272307605282336,1.00617648313623,0.6009303798030462,-0.2131380892114865,-0.2646467937587509,0.5057723262610202,899.3406593406594,808.6813186813187,795.7875457875458,1034.322344322344,119.6703296703297,-0.03833,0.144043,1.028259,0.291595,1.233673,-37.219543,1.0,4.0,1.0,1.0,4.0,65.0,,1732470263847,59507,55003
