,TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,unix_ms,rel_unix_ms,trial_ms
107,2024-11-24 12:43:49.340,0.779396943487292,-0.1402690601265181,0.4297136199739069,1.870220543009762,0.3565913280295037,0.0688231478721209,0.0042900176195,1.731964636338561,0.3199218696066731,0.0440756684026303,0.2068772864121612,1.42596387463475,0.5467511366308926,0.0604902912733093,0.0320078780153331,1.00617648313623,0.6009303798030462,-0.3647057148263715,-0.329477872849849,0.5057723262610202,1019.010989010989,797.3992673992674,807.4725274725275,1052.454212454212,1626.630036630037,-0.055237,0.197388,1.084351,6.302948,2.601929,-2.863617,1.0,4.0,1.0,1.0,4.0,65.0,,1732470229340,25000,20496
110,2024-11-24 12:43:49.846,0.779396943487292,0.0186176011905461,0.346506716298327,1.870220543009762,0.3565913280295037,0.0139811073604522,-0.25962123372405,1.731964636338561,0.3199218696066731,0.2536699074989666,0.1516278994816289,1.42596387463475,0.5467511366308926,0.0496060533131103,0.0073849905951371,1.00617648313623,0.6009303798030462,-0.3026143946543424,-0.3620583763224984,0.5057723262610202,1026.263736263736,819.96336996337,770.4029304029305,796.1904761904763,205.8974358974359,-0.174805,0.134277,1.287842,7.222595,1.742096,14.303131,1.0,4.0,1.0,1.0,4.0,65.0,,1732470229846,25506,21002
112,2024-11-24 12:43:50.340,0.779396943487292,0.4233875519672023,0.8449789305098722,1.870220543009762,0.3565913280295037,0.1307633699655094,0.3871338994874005,1.731964636338561,0.3199218696066731,0.4294775856545377,0.6600554305246195,1.42596387463475,0.5467511366308926,0.0974064979594388,-0.0615451735505075,1.00617648313623,0.6009303798030462,-0.2560945571265167,-0.3797766626949105,0.5057723262610202,1033.516483516484,813.919413919414,791.7582417582418,560.4761904761905,1211.611721611722,-0.158386,0.036194,1.080139,6.011353,-1.211243,-2.661743,1.0,4.0,1.0,1.0,4.0,65.0,,1732470230340,26000,21496
114,2024-11-24 12:43:50.840,0.779396943487292,0.6922352764434295,1.097007501859873,1.870220543009762,0.3565913280295037,0.2192765173416129,0.6100261422568469,1.731964636338561,0.3199218696066731,0.4116047491110264,0.6539553777765093,1.42596387463475,0.5467511366308926,0.0685584148168938,-0.0325207165838246,1.00617648313623,0.6009303798030462,-0.2037394967054893,-0.3001260200532081,0.5057723262610202,1079.047619047619,803.8461538461539,812.3076923076924,890.0732600732601,812.7106227106227,-0.178528,0.179077,0.951721,2.960815,-2.684174,0.657959,1.0,4.0,1.0,1.0,4.0,65.0,,1732470230840,26500,21996
116,2024-11-24 12:43:51.342,0.779396943487292,0.736770186229438,1.154055586567736,1.870220543009762,0.3565913280295037,0.2722897918566553,0.6718744946566282,1.731964636338561,0.3199218696066731,0.4554394222934939,0.6546307988399969,1.42596387463475,0.5467511366308926,0.0267028656705561,0.006048927992423,1.00617648313623,0.6009303798030462,-0.2616962432934914,-0.2989899448072244,0.5057723262610202,607.6190476190476,794.981684981685,798.6080586080586,635.4212454212454,541.5384615384615,-0.182922,0.020874,0.809204,8.762817,-0.112152,1.323395,1.0,4.0,1.0,1.0,4.0,65.0,,1732470231342,27002,22498
117,2024-11-24 12:43:51.840,0.779396943487292,0.5939431586612642,1.014497250419939,1.870220543009762,0.3565913280295037,0.1767269174632505,0.5559870356410783,1.731964636338561,0.3199218696066731,0.4015074454080182,0.5941883203069426,1.42596387463475,0.5467511366308926,-0.0648735796208922,0.0899080910710927,1.00617648313623,0.6009303798030462,-0.3127020466602726,-0.2709698188891174,0.5057723262610202,649.1208791208792,792.967032967033,792.5641025641025,1134.652014652015,1626.630036630037,-0.166382,0.215088,0.908936,0.777588,1.046753,-3.992615,1.0,4.0,1.0,1.0,4.0,65.0,,1732470231840,27500,22996
119,2024-11-24 12:43:52.350,0.779396943487292,0.2688725804788546,0.7291846895052971,1.870220543009762,0.3565913280295037,0.1565516130180401,0.3591684233863122,1.731964636338561,0.3199218696066731,0.4266150693624723,0.2256729252862555,1.42596387463475,0.5467511366308926,0.065640472002414,0.1633389274725145,1.00617648313623,0.6009303798030462,-0.2720905126450475,-0.1205420871773284,0.5057723262610202,1093.553113553114,779.6703296703297,812.7106227106227,1123.772893772894,1626.630036630037,-0.154602,0.001953,1.152771,-0.5159,-2.071075,-1.794434,1.0,4.0,1.0,1.0,4.0,65.0,,1732470232350,28010,23506
121,2024-11-24 12:43:52.840,0.779396943487292,0.265888622495956,0.7127545154579654,1.870220543009762,0.3565913280295037,0.198466434015575,0.4879529242614428,1.731964636338561,0.3199218696066731,0.4488036990229534,0.5296510541017723,1.42596387463475,0.5467511366308926,0.1860627765858527,0.2878069606672755,1.00617648313623,0.6009303798030462,-0.1550101601143553,-0.1233846541748397,0.5057723262610202,705.934065934066,775.2380952380953,799.0109890109891,810.2930402930403,0.0,-0.20697,0.121582,1.018127,5.936584,0.86731,-4.187012,1.0,4.0,1.0,1.0,4.0,65.0,,1732470232840,28500,23996
123,2024-11-24 12:43:53.340,0.779396943487292,0.354121209156847,0.753671717056697,1.870220543009762,0.3565913280295037,0.3094115632538529,0.6371424716343619,1.731964636338561,0.3199218696066731,0.4385168001082388,0.6520480621198234,1.42596387463475,0.5467511366308926,0.2838222855948271,0.2698903990292628,1.00617648313623,0.6009303798030462,-0.0753190998732226,-0.1423440843100333,0.5057723262610202,940.8424908424907,811.5018315018315,801.4285714285714,1006.117216117216,1033.516483516484,-0.085266,0.218933,0.991516,5.368347,-2.983246,5.637512,1.0,4.0,1.0,1.0,4.0,65.0,,1732470233340,29000,24496
126,2024-11-24 12:43:53.839,0.779396943487292,0.5465478001209446,0.993479111577641,1.870220543009762,0.3565913280295037,0.3177710520705377,0.7095347957629622,1.731964636338561,0.3199218696066731,0.4850753862086838,0.6575921332794049,1.42596387463475,0.5467511366308926,0.3256979222379057,0.2136959471671539,1.00617648313623,0.6009303798030462,-0.079843206632793,-0.2274953269588996,0.5057723262610202,397.6923076923077,806.2637362637363,794.1758241758242,444.0293040293041,0.0,-0.085449,0.034485,0.860962,7.917938,0.770111,0.321503,1.0,4.0,1.0,1.0,4.0,65.0,,1732470233839,29499,24995
129,2024-11-24 12:43:54.340,0.779396943487292,0.3195755343677486,1.002489474928971,1.870220543009762,0.3565913280295037,0.244837326934515,0.6685533435927014,1.731964636338561,0.3199218696066731,0.5079960523106647,0.647782806889959,1.42596387463475,0.5467511366308926,0.1956919135738576,0.1699078504311934,1.00617648313623,0.6009303798030462,-0.2830305541351718,-0.1853932123103726,0.5057723262610202,660.0,792.1611721611722,803.040293040293,1174.139194139194,796.5934065934066,-0.155029,0.140503,0.813049,-5.121613,10.527344,-6.826324,1.0,4.0,1.0,1.0,4.0,65.0,,1732470234340,30000,25496
130,2024-11-24 12:43:54.840,0.779396943487292,0.4813003701794575,1.04906571324544,1.870220543009762,0.3565913280295037,0.4188037958371799,0.609251568192639,1.731964636338561,0.3199218696066731,0.5313830463063036,0.4440948727675407,1.42596387463475,0.5467511366308926,0.1710087411678531,0.1309144506715239,1.00617648313623,0.6009303798030462,-0.2827660072275209,-0.1129399510536872,0.5057723262610202,1429.59706959707,805.8608058608058,792.1611721611722,1511.794871794872,1626.630036630037,-0.188843,0.019287,1.072754,-3.20755,-2.362671,1.742096,1.0,4.0,1.0,1.0,4.0,65.0,,1732470234840,30500,25996
134,2024-11-24 12:43:55.339,0.779396943487292,0.445019212922449,0.8942422628939546,1.870220543009762,0.3565913280295037,0.3475225867902196,0.5465066130491155,1.731964636338561,0.3199218696066731,0.4631381297739595,0.3791173976165394,1.42596387463475,0.5467511366308926,0.1115665430007139,0.144638319473916,1.00617648313623,0.6009303798030462,-0.3357408342998862,-0.0634090169946882,0.5057723262610202,987.985347985348,807.4725274725275,806.6666666666667,282.4542124542124,3.626373626373626,-0.248962,0.195862,1.246216,6.751556,-9.188995,-2.960815,1.0,4.0,1.0,1.0,4.0,65.0,,1732470235339,30999,26495
135,2024-11-24 12:43:55.840,0.779396943487292,0.470156473757515,0.7366879869363622,1.870220543009762,0.3565913280295037,0.1541758185204821,0.4740759270918113,1.731964636338561,0.3199218696066731,0.274206026993678,0.4470986636125072,1.42596387463475,0.5467511366308926,-0.0317404884825918,0.0796924384995256,1.00617648313623,0.6009303798030462,-0.3548043736570232,-0.0295882688818011,0.5057723262610202,798.6080586080586,805.054945054945,794.1758241758242,551.6117216117216,1180.989010989011,-0.133423,0.177856,0.977417,0.194397,7.67868,3.551483,1.0,4.0,1.0,1.0,4.0,65.0,,1732470235840,31500,26996
138,2024-11-24 12:43:56.339,0.779396943487292,0.1735304902328679,0.3100330943158721,1.870220543009762,0.3565913280295037,-0.340091902618411,0.1950047213347185,1.731964636338561,0.3199218696066731,0.0685323806411959,0.459176787843436,1.42596387463475,0.5467511366308926,-0.0030274096208267,0.0909000348926655,1.00617648313623,0.6009303798030462,-0.2328101147101355,-0.1131714462347645,0.5057723262610202,944.8717948717948,808.2783882783883,806.6666666666667,513.7362637362637,0.0,-0.150696,0.026855,0.915527,11.663818,-9.069366,-2.026215,1.0,4.0,1.0,1.0,4.0,70.0,,1732470236339,31999,27495
141,2024-11-24 12:43:56.843,0.779396943487292,0.2763115746292127,-0.0225513036095845,1.870220543009762,0.3565913280295037,-0.3144907778925155,0.0329474718377407,1.731964636338561,0.3199218696066731,0.1304491746825023,0.408673006537093,1.42596387463475,0.5467511366308926,0.0095382871665719,0.0760903535611895,1.00617648313623,0.6009303798030462,-0.0990708733517792,-0.172887802586445,0.5057723262610202,472.2344322344322,799.4139194139194,806.6666666666667,756.7032967032967,0.0,-0.146545,0.177979,0.823425,-2.280426,-7.342224,2.145844,1.0,4.0,1.0,1.0,4.0,70.0,,1732470236843,32503,27999
143,2024-11-24 12:43:57.343,0.779396943487292,0.2272881337511453,-0.0010241366400242,1.870220543009762,0.3565913280295037,-0.2252453592084426,-0.0136693911210879,1.731964636338561,0.3199218696066731,0.1083475734131026,0.2726002371431279,1.42596387463475,0.5467511366308926,0.0591600529798927,0.054243778195556,1.00617648313623,0.6009303798030462,-0.0675238734448773,-0.2281744943345361,0.5057723262610202,743.0036630036631,808.6813186813187,803.8461538461539,983.5531135531136,1626.630036630037,-0.113098,0.027527,0.833679,4.142151,-1.323395,-0.216827,1.0,4.0,1.0,1.0,4.0,70.0,,1732470237343,33003,28499
145,2024-11-24 12:43:57.840,0.779396943487292,0.2439426344106539,0.0891268279117622,1.870220543009762,0.3565913280295037,-0.1903163771804587,-0.0921762746627642,1.731964636338561,0.3199218696066731,0.1175237274699528,0.1401187742819405,1.42596387463475,0.5467511366308926,0.052275622113914,0.0063980245040315,1.00617648313623,0.6009303798030462,-0.1073253459389799,-0.2419555411519619,0.5057723262610202,1334.102564102564,796.996336996337,808.6813186813187,1312.344322344322,1624.212454212454,-0.108032,0.237549,1.05365,6.76651,-1.286011,-5.52536,1.0,4.0,1.0,1.0,4.0,70.0,,1732470237840,33500,28996
147,2024-11-24 12:43:58.349,0.779396943487292,-0.047938396052912,0.3190715105531565,1.870220543009762,0.3565913280295037,-0.2733391039460272,-0.125912540954293,1.731964636338561,0.3199218696066731,-0.0407865092117267,0.1503471722063546,1.42596387463475,0.5467511366308926,-0.0063363782898224,0.000410370433387,1.00617648313623,0.6009303798030462,-0.2383905409960327,-0.3427273015090452,0.5057723262610202,468.2051282051282,804.6520146520147,802.2344322344322,372.7106227106227,0.0,-0.182861,0.236755,1.079651,-0.859833,-2.138367,3.401947,1.0,4.0,1.0,1.0,4.0,70.0,,1732470238349,34009,29505
148,2024-11-24 12:43:58.840,0.779396943487292,-0.1663226572834097,0.381982369183038,1.870220543009762,0.3565913280295037,-0.2196445104871148,-0.056886797310439,1.731964636338561,0.3199218696066731,-0.0252909611217199,0.1623143419097526,1.42596387463475,0.5467511366308926,-0.0570588069660178,-0.0088432530625771,1.00617648313623,0.6009303798030462,-0.2453199872944972,-0.4587315935652159,0.5057723262610202,992.014652014652,806.2637362637363,814.3223443223443,607.6190476190476,874.3589743589744,-0.110779,0.067871,0.960388,11.409607,5.241241,-8.209534,1.0,4.0,1.0,1.0,4.0,70.0,,1732470238840,34500,29996
150,2024-11-24 12:43:59.339,0.779396943487292,-0.1386837335233709,0.4481308953526885,1.870220543009762,0.3565913280295037,0.0125401128335013,0.102950762978473,1.731964636338561,0.3199218696066731,-0.0139091305916898,0.2770136973181952,1.42596387463475,0.5467511366308926,-0.0133935802710997,0.1469368823088274,1.00617648313623,0.6009303798030462,-0.1837567919940784,-0.3945683782373304,0.5057723262610202,1016.593406593407,808.6813186813187,799.0109890109891,1020.21978021978,8.461538461538462,-0.015625,0.180969,0.967773,-3.53653,2.826233,-0.321503,1.0,4.0,1.0,1.0,4.0,70.0,,1732470239339,34999,30495
152,2024-11-24 12:43:59.848,0.779396943487292,0.0772067158016288,0.3685067725625653,1.870220543009762,0.3565913280295037,0.1116215485763495,-0.0097832862009224,1.731964636338561,0.3199218696066731,0.1019865105092398,0.3735353134444249,1.42596387463475,0.5467511366308926,0.0982885188741801,0.2123452497346125,1.00617648313623,0.6009303798030462,-0.1028335176312977,-0.3158165138245184,0.5057723262610202,539.92673992674,796.996336996337,810.6959706959707,579.4139194139194,0.0,-0.150818,0.035767,0.907898,6.175842,-0.530853,9.203949,1.0,4.0,1.0,1.0,4.0,70.0,,1732470239848,35508,31004
155,2024-11-24 12:44:00.343,0.779396943487292,0.074888009675019,0.4347493073598012,1.870220543009762,0.3565913280295037,0.1148332203700821,0.0145255092590174,1.731964636338561,0.3199218696066731,0.1998791423248518,0.4807468521082687,1.42596387463475,0.5467511366308926,0.1458313363244057,0.1978845924905087,1.00617648313623,0.6009303798030462,-0.0321217918203751,-0.2756867175808953,0.5057723262610202,635.8241758241759,807.0695970695971,802.2344322344322,1106.849816849817,1626.630036630037,-0.146912,0.148865,0.824829,-3.820648,-1.861725,-3.828125,1.0,4.0,1.0,1.0,4.0,70.0,,1732470240343,36003,31499
157,2024-11-24 12:44:00.840,0.779396943487292,0.0816619330688085,0.5267470889674938,1.870220543009762,0.3565913280295037,-0.0254978807468916,0.0650741608500626,1.731964636338561,0.3199218696066731,0.2909881290398212,0.4807468521082687,1.42596387463475,0.5467511366308926,0.0911374384467078,0.0286253789124077,1.00617648313623,0.6009303798030462,-0.019699066311865,-0.3112827798829135,0.5057723262610202,1459.41391941392,803.8461538461539,784.1025641025641,1626.630036630037,1626.630036630037,-0.033081,0.024414,1.082581,-0.942078,8.463745,-1.697235,1.0,4.0,1.0,1.0,4.0,70.0,,1732470240840,36500,31996
159,2024-11-24 12:44:01.347,0.779396943487292,0.0781464894794,0.6947302333981255,1.870220543009762,0.3565913280295037,-0.0102229522041961,0.5036457681891064,1.731964636338561,0.3199218696066731,0.3019118651303754,0.7400626918132489,1.42596387463475,0.5467511366308926,0.073650825460517,-0.1423168696071405,1.00617648313623,0.6009303798030462,-0.1318695600789005,-0.3661499546538159,0.5057723262610202,710.7692307692308,809.8901098901099,807.8754578754579,0.0,0.0,-0.269592,0.136169,1.511475,4.493561,3.058014,-6.489868,1.0,4.0,1.0,1.0,4.0,70.0,,1732470241347,37007,32503
161,2024-11-24 12:44:01.840,0.779396943487292,0.1560590939395599,0.6723802569890429,1.870220543009762,0.3565913280295037,0.0529624841049127,0.5448935927343977,1.731964636338561,0.3199218696066731,0.2138510887745551,0.7545481989659332,1.42596387463475,0.5467511366308926,0.0012767942732463,-0.1223840677586111,1.00617648313623,0.6009303798030462,-0.2777827896169449,-0.438202128863378,0.5057723262610202,1067.765567765568,793.7728937728938,801.025641025641,842.5274725274726,1625.421245421245,-0.079834,0.206604,0.985596,1.80191,-0.807495,-1.338348,1.0,4.0,1.0,1.0,4.0,70.0,,1732470241840,37500,32996
162,2024-11-24 12:44:02.340,0.779396943487292,0.3231234658803881,0.6498516391086958,1.870220543009762,0.3565913280295037,0.15063376972736,0.6191649977316012,1.731964636338561,0.3199218696066731,0.2716273868242507,0.7964026176200913,1.42596387463475,0.5467511366308926,-0.0395230503843695,-0.0131485165618962,1.00617648313623,0.6009303798030462,-0.3863585235539415,-0.4869105616000013,0.5057723262610202,607.2161172161173,802.2344322344322,810.2930402930403,229.6703296703297,0.0,-0.184448,0.033875,0.848083,5.286102,6.482391,-2.639313,1.0,4.0,1.0,1.0,4.0,70.0,,1732470242340,38000,33496
164,2024-11-24 12:44:02.839,0.779396943487292,0.6587537908419075,0.7488142005050632,1.870220543009762,0.3565913280295037,0.2179244683587375,0.5665304838125148,1.731964636338561,0.3199218696066731,0.2141261950271235,0.7235104662079634,1.42596387463475,0.5467511366308926,-0.063655402281423,0.0755758980746433,1.00617648313623,0.6009303798030462,-0.4440700452651068,-0.5873074878715119,0.5057723262610202,566.9230769230769,791.3553113553114,809.8901098901099,538.3150183150183,400.9157509157509,-0.039856,0.195068,0.850769,2.145844,-17.435913,11.738586,1.0,4.0,1.0,1.0,4.0,70.0,,1732470242839,38499,33995
166,2024-11-24 12:44:03.340,0.779396943487292,0.8316052402463875,0.8024531154490567,1.870220543009762,0.3565913280295037,0.3824897511143182,0.5796099166835372,1.731964636338561,0.3199218696066731,0.4977911975009414,0.5901130053678683,1.42596387463475,0.5467511366308926,-0.0051840939217227,0.0981121000653683,1.00617648313623,0.6009303798030462,-0.4449429563413966,-0.5748806717329368,0.5057723262610202,1432.820512820513,801.025641025641,814.7252747252747,1627.435897435897,1627.032967032967,-0.150391,-0.0271,1.133057,-6.706696,-3.947754,-0.927124,1.0,4.0,1.0,1.0,4.0,70.0,,1732470243340,39000,34496
168,2024-11-24 12:44:03.840,0.779396943487292,0.9590224874079408,0.9418450740754516,1.870220543009762,0.3565913280295037,0.4780913470660316,0.5741182701364583,1.731964636338561,0.3199218696066731,0.4977911975009414,0.4543235943357068,1.42596387463475,0.5467511366308926,0.0985238840175855,0.1023426643846816,1.00617648313623,0.6009303798030462,-0.5911760765000357,-0.599721435181939,0.5057723262610202,823.992673992674,803.040293040293,802.2344322344322,259.0842490842491,0.0,-0.032532,0.164795,1.108826,1.996307,2.272949,-12.516174,1.0,4.0,1.0,1.0,4.0,70.0,,1732470243840,39500,34996
169,2024-11-24 12:44:04.347,0.779396943487292,1.036438787058411,1.150596242076812,1.870220543009762,0.3565913280295037,0.5591017973163054,0.9234058432550998,1.731964636338561,0.3199218696066731,0.5573074766253637,0.7345620559033703,1.42596387463475,0.5467511366308926,0.1085010367102045,0.1650692640011608,1.00617648313623,0.6009303798030462,-0.5076429978428425,-0.3692031288236533,0.5057723262610202,536.3003663003664,794.981684981685,808.6813186813187,692.2344322344322,0.0,-0.125977,0.152283,0.992981,-4.515991,5.383301,-0.605621,1.0,4.0,1.0,1.0,4.0,70.0,,1732470244347,40007,35503
173,2024-11-24 12:44:04.840,0.779396943487292,0.8583988134591376,1.006310247860159,1.870220543009762,0.3565913280295037,0.3376908364148924,0.7680656110465953,1.731964636338561,0.3199218696066731,0.5206776544504962,0.7345620559033703,1.42596387463475,0.5467511366308926,0.0715039260395751,0.1236050977248279,1.00617648313623,0.6009303798030462,-0.2866229612672382,-0.1759677491209701,0.5057723262610202,1078.644688644689,807.4725274725275,807.0695970695971,617.6923076923077,0.0,-0.085449,0.062317,0.991272,7.992706,-3.102875,-2.086029,1.0,4.0,1.0,1.0,4.0,70.0,,1732470244840,40500,35996
174,2024-11-24 12:44:05.340,0.779396943487292,0.7511337308932048,0.894611595774915,1.870220543009762,0.3565913280295037,0.2486901825428948,0.6728076274760861,1.731964636338561,0.3199218696066731,0.5208617746821492,0.7406968295708296,1.42596387463475,0.5467511366308926,0.0877564634808382,0.123713888346671,1.00617648313623,0.6009303798030462,-0.2888071748392206,-0.164227725462596,0.5057723262610202,317.1062271062271,804.6520146520147,803.4432234432235,581.8315018315019,0.0,-0.073242,0.158386,0.852844,-3.050537,-0.672913,-6.332855,1.0,4.0,1.0,1.0,4.0,70.0,,1732470245340,41000,36496
176,2024-11-24 12:44:05.840,0.779396943487292,0.6438052960713043,0.7657168760144978,1.870220543009762,0.3565913280295037,0.3240387614988916,0.525961457853205,1.731964636338561,0.3199218696066731,0.4687914720022994,0.6517494200151844,1.42596387463475,0.5467511366308926,0.0617837594711842,0.1563484849741099,1.00617648313623,0.6009303798030462,-0.2485142370989861,-0.1274002492628133,0.5057723262610202,550.8058608058608,790.5494505494506,801.4285714285714,643.8827838827839,692.6373626373627,-0.128052,0.051758,0.820068,11.275024,5.914154,9.024506,1.0,4.0,1.0,1.0,4.0,70.0,,1732470245840,41500,36996
178,2024-11-24 12:44:06.349,0.779396943487292,0.5987357254612168,0.7619018244287991,1.870220543009762,0.3565913280295037,0.2831646542028686,0.4720527618022936,1.731964636338561,0.3199218696066731,0.4010530401582869,0.5835508588042032,1.42596387463475,0.5467511366308926,0.108197796099204,0.1610857473063398,1.00617648313623,0.6009303798030462,-0.2970614873777019,-0.1639626320480971,0.5057723262610202,682.967032967033,794.981684981685,810.6959706959707,1151.172161172161,1626.630036630037,-0.137085,0.158875,0.88385,-1.24115,-3.9328,-0.553284,1.0,4.0,1.0,1.0,4.0,65.0,,1732470246349,42009,37505
180,2024-11-24 12:44:06.840,0.779396943487292,0.5820108247060932,0.6942025346800362,1.870220543009762,0.3565913280295037,0.2816803526242406,0.2797385359173336,1.731964636338561,0.3199218696066731,0.2836646627333803,0.3865775569367353,1.42596387463475,0.5467511366308926,0.0908301824938095,0.1072959898226109,1.00617648313623,0.6009303798030462,-0.2893402335514663,-0.2614574401119563,0.5057723262610202,1143.113553113553,800.6227106227107,809.0842490842491,1485.201465201465,989.5970695970695,-0.045288,0.034912,1.141113,1.413116,1.772003,3.588867,1.0,4.0,1.0,1.0,4.0,65.0,,1732470246840,42500,37996
182,2024-11-24 12:44:07.340,0.779396943487292,0.2440878747463499,0.3588569157923533,1.870220543009762,0.3565913280295037,-0.0214554981007064,-0.0622386080442661,1.731964636338561,0.3199218696066731,0.2066027544534978,0.1282063023585216,1.42596387463475,0.5467511366308926,0.0648747411414413,-0.0674746864920838,1.00617648313623,0.6009303798030462,-0.3136976736833682,-0.2973061524432044,0.5057723262610202,1072.600732600733,806.6666666666667,815.934065934066,546.7765567765568,0.0,-0.156067,0.142395,1.295715,7.544098,-12.792816,-7.192688,1.0,4.0,1.0,1.0,4.0,65.0,,1732470247340,43000,38496
184,2024-11-24 12:44:07.852,0.779396943487292,0.2332992432724861,0.176928063550225,1.870220543009762,0.3565913280295037,0.1394798540383827,0.0067794392048181,1.731964636338561,0.3199218696066731,0.191150896055886,0.4052596600659407,1.42596387463475,0.5467511366308926,-0.0008863022909068,0.0012646785982222,1.00617648313623,0.6009303798030462,-0.2109992575236491,-0.1827915821544159,0.5057723262610202,609.2307692307693,805.8608058608058,797.3992673992674,729.3040293040293,307.8388278388279,-0.049866,0.189697,1.178589,-1.637421,18.587341,9.62265,1.0,4.0,1.0,1.0,4.0,65.0,,1732470247852,43512,39008
186,2024-11-24 12:44:08.341,0.779396943487292,0.0987518422679501,0.3452116188517197,1.870220543009762,0.3565913280295037,0.1724484145576245,0.1249574743567657,1.731964636338561,0.3199218696066731,0.3672220374944051,0.4176461443434444,1.42596387463475,0.5467511366308926,0.0767824568118351,0.0239624011528572,1.00617648313623,0.6009303798030462,-0.1410432853287843,-0.1604414378096703,0.5057723262610202,1064.139194139194,815.1282051282052,799.0109890109891,690.6227106227107,0.0,-0.137512,0.029602,0.970337,3.22998,-11.222687,-1.786957,1.0,4.0,1.0,1.0,4.0,65.0,,1732470248341,44001,39497
188,2024-11-24 12:44:08.840,0.779396943487292,0.4308491581084175,0.5221126045591507,1.870220543009762,0.3565913280295037,0.2176898999743581,0.2790097336293689,1.731964636338561,0.3199218696066731,0.5389349249266014,0.4618029513009737,1.42596387463475,0.5467511366308926,0.1702342644313329,0.1168878029914463,1.00617648313623,0.6009303798030462,-0.147337608640493,-0.201699290909401,0.5057723262610202,302.6007326007326,811.9047619047619,809.4871794871796,519.7802197802198,0.0,-0.077576,0.144653,0.842407,6.594543,-12.553558,0.37384,1.0,4.0,1.0,1.0,4.0,65.0,,1732470248840,44500,39996
191,2024-11-24 12:44:09.340,0.779396943487292,0.4727907487572429,0.6541489091624869,1.870220543009762,0.3565913280295037,0.2119816558486662,0.3566913783914134,1.731964636338561,0.3199218696066731,0.5197147568280568,0.4497427083637492,1.42596387463475,0.5467511366308926,0.1523395828093985,0.0876760786679917,1.00617648313623,0.6009303798030462,-0.250310366502072,-0.305464120128053,0.5057723262610202,708.3516483516484,797.3992673992674,809.8901098901099,834.8717948717949,1626.630036630037,-0.111633,0.052917,0.876709,4.089813,-4.344025,1.151428,1.0,4.0,1.0,1.0,4.0,65.0,,1732470249340,45000,40496
193,2024-11-24 12:44:09.840,0.779396943487292,0.637867186883301,0.7264035062591973,1.870220543009762,0.3565913280295037,0.1635100706912622,0.5494910791878249,1.731964636338561,0.3199218696066731,0.5530967050901251,0.4713801248038729,1.42596387463475,0.5467511366308926,0.1227117801650485,0.0667390229585031,1.00617648313623,0.6009303798030462,-0.386387777273784,-0.3321138837419365,0.5057723262610202,1145.128205128205,801.025641025641,807.8754578754579,986.7765567765568,1626.630036630037,-0.016541,0.222656,0.984375,-2.826233,-4.590759,-10.729218,1.0,4.0,1.0,1.0,4.0,65.0,,1732470249840,45500,40996
195,2024-11-24 12:44:10.347,0.779396943487292,0.776994725058999,0.7710905510418692,1.870220543009762,0.3565913280295037,0.2318981271521425,0.5998912522316922,1.731964636338561,0.3199218696066731,0.5331565225928834,0.3339784814958581,1.42596387463475,0.5467511366308926,0.0878556958685277,-0.0370447589551215,1.00617648313623,0.6009303798030462,-0.3157813239889293,-0.2629719255890861,0.5057723262610202,1122.564102564103,799.4139194139194,803.040293040293,759.5238095238095,655.1648351648352,-0.012634,0.089172,1.196411,3.177643,-27.903442,3.170166,1.0,4.0,1.0,1.0,4.0,65.0,,1732470250347,46007,41503
197,2024-11-24 12:44:10.840,0.779396943487292,0.8619831725274612,0.8148029913985343,1.870220543009762,0.3565913280295037,0.2691966102563062,0.69701124436888,1.731964636338561,0.3199218696066731,0.5538375699374872,0.2109542409849385,1.42596387463475,0.5467511366308926,0.159343137709261,-0.1052718150041826,1.00617648313623,0.6009303798030462,-0.2669334754685192,-0.2741121911967113,0.5057723262610202,963.809523809524,803.040293040293,794.5787545787546,456.5201465201465,41.90476190476191,-0.168213,0.045166,0.953064,0.837402,3.977661,-4.493561,1.0,4.0,1.0,1.0,4.0,65.0,,1732470250840,46500,41996
198,2024-11-24 12:44:11.340,0.779396943487292,0.8007738619720512,0.868393791203686,1.870220543009762,0.3565913280295037,0.2206361769924495,0.7705147583920385,1.731964636338561,0.3199218696066731,0.5729925585455514,0.2109542409849385,1.42596387463475,0.5467511366308926,0.0707944149363511,-0.0840938106464956,1.00617648313623,0.6009303798030462,-0.3055851091792444,-0.2882919373221402,0.5057723262610202,1081.465201465202,798.2051282051282,823.1868131868132,927.1428571428572,746.2271062271062,-0.138306,0.132446,0.950195,-4.949646,5.577698,-6.056213,1.0,4.0,1.0,1.0,4.0,65.0,,1732470251340,47000,42496
