unix_ms,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z,vel_x,vel_y,vel_z,leftHandPos_x,leftHandPos_y,leftHandPos_z,leftHandForward_x,leftHandForward_y,leftHandForward_z,leftHandVelocity_x,leftHandVelocity_y,leftHandVelocity_z,rightHandPos_x,rightHandPos_y,rightHandPos_z,rightHandForward_x,rightHandForward_y,rightHandForward_z,rightHandVelocity_x,rightHandVelocity_y,rightHandVelocity_z
1728510163266,2.116194,1.619398,-0.01348105,-0.9886699,0.1474045,0.02835625,8.940697E-05,0.0009566545,-0.006600469,1.845258,0.5596156,0.4365739,-0.5412919,-0.7945431,0.2751448,-0.07887483,0.2233565,0.2007142,2.06225,0.6540427,0.5717128,-0.4998925,-0.799615,-0.3327518,0.5402505,0.1183301,-0.6852686
1728510163272,2.116194,1.619398,-0.01348105,-0.9886699,0.1474045,0.02835625,0,0,0,1.845258,0.5596156,0.4365739,-0.5412919,-0.7945431,0.2751448,0,0,0,2.06225,0.6540427,0.5717128,-0.4998925,-0.799615,-0.3327518,0,0,0
1728510163277,2.116194,1.619398,-0.01348105,-0.9886699,0.1474045,0.02835625,0,0,0,1.845258,0.5596156,0.4365739,-0.5412919,-0.7945431,0.2751448,0,0,0,2.06225,0.6540427,0.5717128,-0.4998925,-0.799615,-0.3327518,0,0,0
1728510163307,2.114258,1.619763,-0.01451659,-0.9886557,0.1485164,0.02242959,-0.1452506,0.02738535,-0.0776656,1.849567,0.5642492,0.4364282,-0.6303231,-0.7469472,0.2115732,0.3231972,0.3475204,-0.01092106,2.099019,0.6442691,0.54244,-0.5579753,-0.7478412,-0.3597186,2.757722,-0.7330209,-2.19546
1728510163313,2.114258,1.619763,-0.01451659,-0.9886557,0.1485164,0.02242959,0,0,0,1.849567,0.5642492,0.4364282,-0.6303231,-0.7469472,0.2115732,0,0,0,2.099019,0.6442691,0.54244,-0.5579753,-0.7478412,-0.3597186,0,0,0
1728510163319,2.114258,1.619763,-0.01451659,-0.9886557,0.1485164,0.02242959,0,0,0,1.849567,0.5642492,0.4364282,-0.6303231,-0.7469472,0.2115732,0,0,0,2.099019,0.6442691,0.54244,-0.5579753,-0.7478412,-0.3597186,0,0,0
1728510163346,2.112895,1.620088,-0.01576108,-0.9886472,0.1492738,0.01715863,-0.1022279,0.02435446,-0.0933364,1.835084,0.5542303,0.4468935,-0.7046376,-0.6958205,0.1389967,-1.086196,-0.7514164,0.7848948,2.13575,0.6407979,0.5116355,-0.6255049,-0.7165118,-0.3087962,2.754772,-0.2603441,-2.310334
1728510163352,2.112895,1.620088,-0.01576108,-0.9886472,0.1492738,0.01715863,0,0,0,1.835084,0.5542303,0.4468935,-0.7046376,-0.6958205,0.1389967,0,0,0,2.13575,0.6407979,0.5116355,-0.6255049,-0.7165118,-0.3087962,0,0,0
1728510163358,2.112895,1.620088,-0.01576108,-0.9886472,0.1492738,0.01715863,0,0,0,1.835084,0.5542303,0.4468935,-0.7046376,-0.6958205,0.1389967,0,0,0,2.13575,0.6407979,0.5116355,-0.6255049,-0.7165118,-0.3087962,0,0,0
1728510163388,2.111529,1.620809,-0.0168891,-0.9883252,0.1516695,0.01449108,-0.1023889,0.05406439,-0.08460134,1.82125,0.5473061,0.4580152,-0.6835079,-0.729104,0.03499407,-1.037586,-0.5193159,0.8341268,2.171903,0.6399986,0.4824605,-0.5677514,-0.7801225,-0.2628074,2.711481,-0.0599429,-2.188126
1728510163393,2.111529,1.620809,-0.0168891,-0.9883252,0.1516695,0.01449108,0,0,0,1.82125,0.5473061,0.4580152,-0.6835079,-0.729104,0.03499407,0,0,0,2.171903,0.6399986,0.4824605,-0.5677514,-0.7801225,-0.2628074,0,0,0
1728510163398,2.111529,1.620809,-0.0168891,-0.9883252,0.1516695,0.01449108,0,0,0,1.82125,0.5473061,0.4580152,-0.6835079,-0.729104,0.03499407,0,0,0,2.171903,0.6399986,0.4824605,-0.5677514,-0.7801225,-0.2628074,0,0,0
1728510163430,2.110015,1.621504,-0.01806664,-0.9872466,0.1587629,0.01176727,-0.1136005,0.05216002,-0.0883162,1.815123,0.5456244,0.4609566,-0.5077505,-0.8318716,-0.2240084,-0.4594982,-0.1261264,0.2206028,2.154388,0.6221004,0.4565607,-0.7485797,-0.6492867,0.1343719,-1.313585,-1.34237,-1.942489
1728510163436,2.110015,1.621504,-0.01806664,-0.9872466,0.1587629,0.01176727,0,0,0,1.815123,0.5456244,0.4609566,-0.5077505,-0.8318716,-0.2240084,0,0,0,2.154388,0.6221004,0.4565607,-0.7485797,-0.6492867,0.1343719,0,0,0
1728510163441,2.110015,1.621504,-0.01806664,-0.9872466,0.1587629,0.01176727,0,0,0,1.815123,0.5456244,0.4609566,-0.5077505,-0.8318716,-0.2240084,0,0,0,2.154388,0.6221004,0.4565607,-0.7485797,-0.6492867,0.1343719,0,0,0
1728510163472,2.108466,1.621801,-0.01938102,-0.9863712,0.1642607,0.00951618,-0.1161575,0.02227128,-0.09857789,1.809859,0.551328,0.4605879,-0.5576946,-0.6991372,-0.4474192,-0.3948033,0.4277676,-0.02765357,2.128718,0.6281233,0.4681183,-0.7126329,-0.6696705,0.2090364,-1.925272,0.4517198,0.8668184
1728510163479,2.108466,1.621801,-0.01938102,-0.9863712,0.1642607,0.00951618,0,0,0,1.809859,0.551328,0.4605879,-0.5576946,-0.6991372,-0.4474192,0,0,0,2.128718,0.6281233,0.4681183,-0.7126329,-0.6696705,0.2090364,0,0,0
1728510163485,2.108466,1.621801,-0.01938102,-0.9863712,0.1642607,0.00951618,0,0,0,1.809859,0.551328,0.4605879,-0.5576946,-0.6991372,-0.4474192,0,0,0,2.128718,0.6281233,0.4681183,-0.7126329,-0.6696705,0.2090364,0,0,0
