unix_ms,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z,vel_x,vel_y,vel_z,leftHandPos_x,leftHandPos_y,leftHandPos_z,leftHandForward_x,leftHandForward_y,leftHandForward_z,leftHandVelocity_x,leftHandVelocity_y,leftHandVelocity_z,rightHandPos_x,rightHandPos_y,rightHandPos_z,rightHandForward_x,rightHandForward_y,rightHandForward_z,rightHandVelocity_x,rightHandVelocity_y,rightHandVelocity_z,heightOffset
1730741605240,2.911019,1.779573,-0.2230855,-0.9996669,0.02026694,-0.01599443,0.00411272,0.001850724,0.001173466,2.911412,0.8955292,-0.4751252,-0.6174834,-0.6405385,-0.4565364,-0.005882978,0.002516806,0.0003956258,2.869166,0.8916823,0.04526076,-0.6349567,-0.7051679,0.3155452,-0.002503395,-0.001220405,-0.001300871,0
1730741605244,2.911019,1.779573,-0.2230855,-0.9996669,0.02026694,-0.01599443,0,0,0,2.911412,0.8955292,-0.4751252,-0.6174834,-0.6405385,-0.4565364,0,0,0,2.869166,0.8916823,0.04526076,-0.6349567,-0.7051679,0.3155452,0,0,0,0
1730741605267,2.909948,1.779504,-0.2236098,-0.9996901,0.019606,-0.01534331,-0.08037686,-0.005167723,-0.03932342,2.911088,0.8955362,-0.4751721,-0.61709,-0.6415998,-0.4555767,-0.02430081,0.0005275011,-0.003518164,2.868999,0.8916366,0.04511815,-0.6338836,-0.7056779,0.3165607,-0.01251698,-0.003428757,-0.01069531,0
1730741605272,2.909948,1.779504,-0.2236098,-0.9996901,0.019606,-0.01534331,0,0,0,2.911088,0.8955362,-0.4751721,-0.61709,-0.6415998,-0.4555767,0,0,0,2.868999,0.8916366,0.04511815,-0.6338836,-0.7056779,0.3165607,0,0,0,0
1730741605295,2.908788,1.779425,-0.2241525,-0.9997365,0.01800156,-0.01426077,-0.08693933,-0.005963445,-0.04070029,2.910822,0.8955086,-0.475162,-0.6172598,-0.6421356,-0.454591,-0.01991987,-0.002069771,0.000757724,2.868956,0.8915164,0.04510513,-0.6334725,-0.705683,0.3173712,-0.003236532,-0.009016693,-0.0009767711,0
1730741605300,2.908788,1.779425,-0.2241525,-0.9997365,0.01800156,-0.01426077,0,0,0,2.910822,0.8955086,-0.475162,-0.6172598,-0.6421356,-0.454591,0,0,0,2.868956,0.8915164,0.04510513,-0.6334725,-0.705683,0.3173712,0,0,0,0
1730741605323,2.907619,1.779335,-0.2246686,-0.9997742,0.01666672,-0.0132004,-0.08767247,-0.006723404,-0.03870875,2.910309,0.8956165,-0.4752331,-0.6173047,-0.642617,-0.4538491,-0.03849864,0.008091331,-0.005333126,2.86882,0.8915827,0.04486495,-0.6331978,-0.7058029,0.3176526,-0.01013875,0.004971027,-0.01801327,0
1730741605327,2.907619,1.779335,-0.2246686,-0.9997742,0.01666672,-0.0132004,0,0,0,2.910309,0.8956165,-0.4752331,-0.6173047,-0.642617,-0.4538491,0,0,0,2.86882,0.8915827,0.04486495,-0.6331978,-0.7058029,0.3176526,0,0,0,0
1730741605350,2.906504,1.779287,-0.2253354,-0.9998146,0.0155353,-0.0113889,-0.08364916,-0.003612041,-0.05001202,2.90988,0.8955405,-0.4753321,-0.61749,-0.6432149,-0.4527483,-0.03215075,-0.005699694,-0.007425249,2.868731,0.8915793,0.04469278,-0.6332508,-0.7057853,0.3175858,-0.006705523,-0.0002548099,-0.0129126,0
1730741605356,2.906504,1.779287,-0.2253354,-0.9998146,0.0155353,-0.0113889,0,0,0,2.90988,0.8955405,-0.4753321,-0.61749,-0.6432149,-0.4527483,0,0,0,2.868731,0.8915793,0.04469278,-0.6332508,-0.7057853,0.3175858,0,0,0,0
1730741605378,2.905286,1.779266,-0.2261316,-0.9998539,0.01411399,-0.009658933,-0.09133816,-0.001555681,-0.05970821,2.909317,0.8955395,-0.4753537,-0.6177812,-0.6436103,-0.4517884,-0.04225373,-7.152557E-05,-0.001618266,2.868607,0.891782,0.04459825,-0.6334864,-0.7051939,0.3184288,-0.009298325,0.01520365,-0.007089972,0
1730741605383,2.905286,1.779266,-0.2261316,-0.9998539,0.01411399,-0.009658933,0,0,0,2.909317,0.8955395,-0.4753537,-0.6177812,-0.6436103,-0.4517884,0,0,0,2.868607,0.891782,0.04459825,-0.6334864,-0.7051939,0.3184288,0,0,0,0
1730741605387,2.905286,1.779266,-0.2261316,-0.9998539,0.01411399,-0.009658933,0,0,0,2.909317,0.8955395,-0.4753537,-0.6177812,-0.6436103,-0.4517884,0,0,0,2.868607,0.891782,0.04459825,-0.6334864,-0.7051939,0.3184288,0,0,0,0
1730741605406,2.904229,1.7791,-0.2269914,-0.9998832,0.01292289,-0.008175611,-0.07926822,-0.01243651,-0.06448478,2.908326,0.8955641,-0.4753282,-0.6191468,-0.6444286,-0.4487422,-0.07433295,0.001841784,0.001911074,2.868498,0.8918436,0.04450691,-0.6335886,-0.704469,0.3198268,-0.00820756,0.00461787,-0.006850809,0
1730741605411,2.904229,1.7791,-0.2269914,-0.9998832,0.01292289,-0.008175611,0,0,0,2.908326,0.8955641,-0.4753282,-0.6191468,-0.6444286,-0.4487422,0,0,0,2.868498,0.8918436,0.04450691,-0.6335886,-0.704469,0.3198268,0,0,0,0
1730741605434,2.903122,1.779054,-0.2280375,-0.999913,0.01132134,-0.006805539,-0.08305907,-0.003451109,-0.07846132,2.907467,0.8954806,-0.4753875,-0.6199284,-0.645233,-0.4465016,-0.06444454,-0.006258488,-0.004441291,2.868452,0.8916827,0.04448321,-0.6339734,-0.7033626,0.3214949,-0.003397465,-0.01206547,-0.001776963,0
1730741605438,2.903122,1.779054,-0.2280375,-0.999913,0.01132134,-0.006805539,0,0,0,2.907467,0.8954806,-0.4753875,-0.6199284,-0.645233,-0.4465016,0,0,0,2.868452,0.8916827,0.04448321,-0.6339734,-0.7033626,0.3214949,0,0,0,0
1730741605474,2.902054,1.778896,-0.2292088,-0.9999253,0.01077298,-0.005801916,-0.08012652,-0.01190007,-0.08784458,2.906399,0.8954257,-0.4753745,-0.6213362,-0.6456128,-0.4439888,-0.080055,-0.004117191,0.0009745359,2.868479,0.8919488,0.04455346,-0.6334985,-0.7030315,0.3231509,0.001966953,0.01996011,0.005268306,0
1730741605479,2.902054,1.778896,-0.2292088,-0.9999253,0.01077298,-0.005801916,0,0,0,2.906399,0.8954257,-0.4753745,-0.6213362,-0.6456128,-0.4439888,0,0,0,2.868479,0.8919488,0.04455346,-0.6334985,-0.7030315,0.3231509,0,0,0,0
1730741605503,2.900686,1.778564,-0.2310427,-0.9999474,0.008755243,-0.005364895,-0.1025677,-0.02485514,-0.1375437,2.904287,0.895234,-0.4757263,-0.6237691,-0.6456175,-0.4405575,-0.1583934,-0.01438111,-0.02638847,2.868598,0.8915774,0.04458302,-0.6325498,-0.7021059,0.3269991,0.008958578,-0.02785474,0.002217293,0
1730741605507,2.900686,1.778564,-0.2310427,-0.9999474,0.008755243,-0.005364895,0,0,0,2.904287,0.895234,-0.4757263,-0.6237691,-0.6456175,-0.4405575,0,0,0,2.868598,0.8915774,0.04458302,-0.6325498,-0.7021059,0.3269991,0,0,0,0
