TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-11-09 15:04:59.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-D2D3
2024-11-09 15:04:59.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-11-09 15:05:00.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-11-09 15:05:00.245,0.9437686359928403,0.4021186848028079,0.7775286575016578,0.3801645687600684,0.9185960977725509,0.202463698312524,0.5584867684297237,0.9506332173395164,0.5931744886548133,0.1890252319311235,0.1824990949921977,0.7891655224666122,0.5283700536857034,-0.05612641569092679,0.06208030092498964,0.3141522721353197,0.1222061337055669,-0.392444312444589,-0.2703346775219688,0.09075826917584974,813.1135531135532,807.4725274725275,807.0695970695971,816.7399267399268,867.1062271062272,-0.207275,0.018250,0.995178,0.426178,2.758942,0.605621,1,1,1,1,1,100.000000
2024-11-09 15:05:01.260,0.9437686359928403,0.314333151022843,0.7566168532503316,0.3801645687600684,0.9185960977725509,0.2436291214541378,0.4903319695184958,0.9506332173395164,0.5931744886548133,0.1562927420321938,0.1000473939469113,0.7891655224666122,0.5283700536857034,0.03702219234761701,0.09886302652362411,0.3141522721353197,0.1222061337055669,-0.279896665869166,-0.09317062174777008,0.09075826917584974,801.4285714285714,800.6227106227107,796.5934065934066,781.2820512820513,835.2747252747253,-0.211731,0.026306,0.991577,3.476715,-7.252502,1.054230,1,1,1,1,1,100.000000
2024-11-09 15:05:01.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-11-09 15:05:02.239,0.9437686359928403,0.1979689626910807,0.795234989772919,0.3801645687600684,0.9185960977725509,0.1929752737257374,0.4811737002363453,0.9506332173395164,0.5931744886548133,0.5099374830385518,0.2405279328931751,0.7891655224666122,0.5283700536857034,0.2085283701702239,-0.01208546999695789,0.3141522721353197,0.1222061337055669,-0.3506556939919432,-0.1457911208019192,0.09075826917584974,788.1318681318681,793.7728937728938,804.2490842490843,803.4432234432235,794.1758241758242,-0.192749,0.036926,0.992310,2.826233,-0.912170,1.383209,1,2,1,1,2,100.000000
2024-11-09 15:05:02.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-11-09 15:05:03.243,0.9437686359928403,0.2837344483569977,0.9787786178621355,0.3801645687600684,0.9185960977725509,0.1828876135285027,0.643023229150133,0.9506332173395164,0.5931744886548133,0.5099374830385518,0.150985299971369,0.7891655224666122,0.5283700536857034,0.1706875417082197,0.04088063770686416,0.3141522721353197,0.1222061337055669,-0.4167308123418986,-0.2851963271045121,0.09075826917584974,824.3956043956044,808.6813186813187,797.3992673992674,805.4578754578755,693.4432234432235,-0.210876,0.027710,1.002075,1.555176,-1.629944,-0.029907,1,2,1,1,2,100.000000
2024-11-09 15:05:04.240,0.9437686359928403,-0.115193358185596,0.8034536304309954,0.3801645687600684,0.9185960977725509,-0.08621648023739191,0.4630957093058751,0.9506332173395164,0.5931744886548133,-0.0254061575448953,0.04653847948561605,0.7891655224666122,0.5283700536857034,-0.05159509900917331,0.08985110383717025,0.3141522721353197,0.1222061337055669,-0.2004384415145815,-0.2828113560088675,0.09075826917584974,892.0879120879121,805.4578754578755,801.8315018315019,811.9047619047619,679.7435897435897,-0.463867,0.086121,0.869690,-6.497345,30.572662,13.974152,1,2,1,1,2,100.000000
2024-11-09 15:05:05.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
