unix_ms,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z,vel_x,vel_y,vel_z,leftHandPos_x,leftHandPos_y,leftHandPos_z,leftHandForward_x,leftHandForward_y,leftHandForward_z,leftHandVelocity_x,leftHandVelocity_y,leftHandVelocity_z,rightHandPos_x,rightHandPos_y,rightHandPos_z,rightHandForward_x,rightHandForward_y,rightHandForward_z,rightHandVelocity_x,rightHandVelocity_y,rightHandVelocity_z,heightOffset
1734814679777,2.417423,1.603015,-0.05217839,-0.9971946,0.07483963,0.001435935,0.007742643,0.0003933907,0.003253296,2.194154,1.176961,-0.197275,-0.9523022,0.2205945,-0.2108525,0.01198053,0.005024672,-0.006209314,2.167936,1.176252,0.103886,-0.9781455,0.1789921,0.1057996,-0.003612041,-0.001636147,0.001743436,0
1734814679781,2.417423,1.603015,-0.05217839,-0.9971946,0.07483963,0.001435935,0,0,0,2.194154,1.176961,-0.197275,-0.9523022,0.2205945,-0.2108525,0,0,0,2.167936,1.176252,0.103886,-0.9781455,0.1789921,0.1057996,0,0,0,0
1734814679805,2.416752,1.602887,-0.05180281,-0.9972821,0.07364532,0.002272069,-0.05030036,-0.009602308,0.02816794,2.193843,1.176911,-0.1973206,-0.9518535,0.2251324,-0.2080642,-0.02331734,-0.003746152,-0.003419816,2.167479,1.175979,0.1041381,-0.9782404,0.1786208,0.1055498,-0.03422499,-0.02050102,0.01891181,0
1734814679809,2.416752,1.602887,-0.05180281,-0.9972821,0.07364532,0.002272069,0,0,0,2.193843,1.176911,-0.1973206,-0.9518535,0.2251324,-0.2080642,0,0,0,2.167479,1.175979,0.1041381,-0.9782404,0.1786208,0.1055498,0,0,0,0
1734814679833,2.416104,1.602786,-0.05141835,-0.9973426,0.07282446,0.002199411,-0.04856586,-0.007617474,0.02883486,2.193925,1.177305,-0.1959078,-0.9501221,0.2349767,-0.2050713,0.006151199,0.02956688,0.1059584,2.167119,1.175655,0.1044465,-0.9784467,0.1779623,0.1047456,-0.02705455,-0.02427399,0.02312958,0
1734814679837,2.416104,1.602786,-0.05141835,-0.9973426,0.07282446,0.002199411,0,0,0,2.193925,1.177305,-0.1959078,-0.9501221,0.2349767,-0.2050713,0,0,0,2.167119,1.175655,0.1044465,-0.9784467,0.1779623,0.1047456,0,0,0,0
1734814679861,2.415343,1.602929,-0.0509869,-0.9972638,0.07389814,0.002088904,-0.05713105,0.01073778,0.03235862,2.194108,1.177264,-0.1952224,-0.9493207,0.2465263,-0.1949757,0.01373291,-0.003093481,0.05140901,2.166839,1.175479,0.1048374,-0.9784899,0.1779686,0.1043313,-0.02099276,-0.01324117,0.02931654,0
1734814679865,2.415343,1.602929,-0.0509869,-0.9972638,0.07389814,0.002088904,0,0,0,2.194108,1.177264,-0.1952224,-0.9493207,0.2465263,-0.1949757,0,0,0,2.166839,1.175479,0.1048374,-0.9784899,0.1779686,0.1043313,0,0,0,0
1734814679888,2.414551,1.602916,-0.05047706,-0.9971384,0.07558966,0.001345515,-0.05938411,-0.0009298325,0.03823796,2.193585,1.177011,-0.1955411,-0.9491457,0.244074,-0.1988732,-0.0392139,-0.01899898,-0.02390519,2.16612,1.175095,0.1054546,-0.9787011,0.1768966,0.1041728,-0.0539124,-0.02875328,0.04628822,0
1734814679892,2.414551,1.602916,-0.05047706,-0.9971384,0.07558966,0.001345515,0,0,0,2.193585,1.177011,-0.1955411,-0.9491457,0.244074,-0.1988732,0,0,0,2.16612,1.175095,0.1054546,-0.9787011,0.1768966,0.1041728,0,0,0,0
