unix_ms,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z,vel_x,vel_y,vel_z,leftHandPos_x,leftHandPos_y,leftHandPos_z,leftHandForward_x,leftHandForward_y,leftHandForward_z,leftHandVelocity_x,leftHandVelocity_y,leftHandVelocity_z,rightHandPos_x,rightHandPos_y,rightHandPos_z,rightHandForward_x,rightHandForward_y,rightHandForward_z,rightHandVelocity_x,rightHandVelocity_y,rightHandVelocity_z,heightOffset
1730306161294,2.113218,1.534526,-0.02641568,-0.9832689,0.181383,-0.0168283,0.002557039,0.003620982,0.002384931,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161299,2.113218,1.534526,-0.02641568,-0.9832689,0.181383,-0.0168283,0,0,0,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161322,2.111524,1.53445,-0.02565134,-0.98336,0.1810186,-0.01535654,-0.1270473,-0.005659461,0.05732551,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161327,2.111524,1.53445,-0.02565134,-0.98336,0.1810186,-0.01535654,0,0,0,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161350,2.109666,1.534389,-0.02477148,-0.9834322,0.1807084,-0.01435673,-0.1393318,-0.004559755,0.06598905,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161355,2.109666,1.534389,-0.02477148,-0.9834322,0.1807084,-0.01435673,0,0,0,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161378,2.107686,1.534207,-0.02386755,-0.9835699,0.1800466,-0.01318502,-0.1485229,-0.01366138,0.06779507,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161384,2.107686,1.534207,-0.02386755,-0.9835699,0.1800466,-0.01318502,0,0,0,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161405,2.105589,1.534264,-0.02290934,-0.9836672,0.1795959,-0.01202607,-0.1572311,0.004291534,0.07186532,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161411,2.105589,1.534264,-0.02290934,-0.9836672,0.1795959,-0.01202607,0,0,0,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161433,2.103317,1.534253,-0.02185372,-0.9836226,0.1799534,-0.01017928,-0.1704097,-0.0008225441,0.0791721,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161439,2.103317,1.534253,-0.02185372,-0.9836226,0.1799534,-0.01017928,0,0,0,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
1730306161461,2.100866,1.534084,-0.02074149,-0.9836683,0.1798087,-0.008124948,-0.1838386,-0.01266897,0.0834167,2.5,0,0,0,8.74228E-08,1,0,0,0,2.5,0,0,0,0,1,0,0,0,0
