unix_ms,pos_x,pos_y,pos_z,forward_x,forward_y,forward_z,vel_x,vel_y,vel_z,leftHandPos_x,leftHandPos_y,leftHandPos_z,leftHandForward_x,leftHandForward_y,leftHandForward_z,leftHandVelocity_x,leftHandVelocity_y,leftHandVelocity_z,rightHandPos_x,rightHandPos_y,rightHandPos_z,rightHandForward_x,rightHandForward_y,rightHandForward_z,rightHandVelocity_x,rightHandVelocity_y,rightHandVelocity_z,heightOffset
1732470838499,2.508092,1.545815,-0.2450658,-0.9877927,0.1486971,0.04642183,0.0002324581,0.003603101,-0.003676862,2.312012,1.127766,-0.3328673,-0.9617245,0.2738921,-0.008354783,-0.00808239,0.0004291534,-0.007753819,2.316441,1.082255,-0.2003989,-0.9638623,0.09810168,-0.2476809,-0.006848574,-0.0003933907,-0.007367134,0
1732470838503,2.508092,1.545815,-0.2450658,-0.9877927,0.1486971,0.04642183,0,0,0,2.312012,1.127766,-0.3328673,-0.9617245,0.2738921,-0.008354783,0,0,0,2.316441,1.082255,-0.2003989,-0.9638623,0.09810168,-0.2476809,0,0,0,0
1732470838527,2.507393,1.545836,-0.2454777,-0.9877787,0.1487644,0.04650623,-0.05239248,0.001582503,-0.03089011,2.311612,1.127797,-0.3332727,-0.96187,0.2733718,-0.00862813,-0.03002286,0.002333522,-0.03040731,2.315977,1.082269,-0.2008809,-0.9638221,0.09844869,-0.2476997,-0.03479719,0.001072884,-0.03614724,0
1732470838531,2.507393,1.545836,-0.2454777,-0.9877787,0.1487644,0.04650623,0,0,0,2.311612,1.127797,-0.3332727,-0.96187,0.2733718,-0.00862813,0,0,0,2.315977,1.082269,-0.2008809,-0.9638221,0.09844869,-0.2476997,0,0,0,0
1732470838555,2.506751,1.545869,-0.2458861,-0.9878611,0.1481497,0.04671735,-0.04819036,0.002512336,-0.03063306,2.311227,1.127751,-0.3337217,-0.9618463,0.2734523,-0.008710504,-0.02889633,-0.003406405,-0.0336729,2.315508,1.082303,-0.2013657,-0.9639483,0.09867466,-0.247118,-0.03520846,0.002539158,-0.03636628,0
1732470838559,2.506751,1.545869,-0.2458861,-0.9878611,0.1481497,0.04671735,0,0,0,2.311227,1.127751,-0.3337217,-0.9618463,0.2734523,-0.008710504,0,0,0,2.315508,1.082303,-0.2013657,-0.9639483,0.09867466,-0.247118,0,0,0,0
1732470838582,2.50618,1.545935,-0.2463915,-0.9879104,0.1475839,0.04745853,-0.04282594,0.004962087,-0.0378985,2.31079,1.127828,-0.334309,-0.9619713,0.2730115,-0.008738279,-0.03272295,0.00577569,-0.04404858,2.315023,1.082299,-0.2020189,-0.9640359,0.09859952,-0.2468072,-0.03635287,-0.000295043,-0.04898608,0
1732470838587,2.50618,1.545935,-0.2463915,-0.9879104,0.1475839,0.04745853,0,0,0,2.31079,1.127828,-0.334309,-0.9619713,0.2730115,-0.008738279,0,0,0,2.315023,1.082299,-0.2020189,-0.9640359,0.09859952,-0.2468072,0,0,0,0
1732470838610,2.505452,1.546062,-0.2469172,-0.9879338,0.147371,0.04763591,-0.05455613,0.009459257,-0.03943406,2.310261,1.12789,-0.3348987,-0.9621645,0.2723295,-0.008723617,-0.03966093,0.004595518,-0.04423186,2.314608,1.0823,-0.2026094,-0.9642619,0.09807077,-0.2461333,-0.03113151,5.364418E-05,-0.04428998,0
1732470838614,2.505452,1.546062,-0.2469172,-0.9879338,0.147371,0.04763591,0,0,0,2.310261,1.12789,-0.3348987,-0.9621645,0.2723295,-0.008723617,0,0,0,2.314608,1.0823,-0.2026094,-0.9642619,0.09807077,-0.2461333,0,0,0,0
