TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-12-18 12:39:28.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected MuseS-9CF6
2024-12-18 12:39:28.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-12-18 12:39:28.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-12-18 12:39:29.118,0.2746265249848768,0.4206770153287925,0.6698318448216588,0.1747938368306449,0.1386204597873362,0.3510232658105795,0.3667613905186569,0.1001307184646717,0.2788496897831302,0.1615879528507626,0.116027421797629,0.437574721076806,0.4474697424623079,0.07409844852877215,0.2453831430573876,0.9043958124982472,0.358176658717047,0.08726240032907338,0.1344429036795821,0.5028128703343545,811.0989010989011,793.3699633699634,802.6373626373627,819.96336996337,762.7472527472528,906.5934065934066,-0.510803,0.003723,0.849182,0.949554,-1.996307,-1.652374,1,1,1,1,1,85.000000
2024-12-18 12:39:29.620,0.2746265249848768,0.454781484489135,0.746394619404167,0.1747938368306449,0.1386204597873362,0.4186708147093975,0.4229592869149223,0.1001307184646717,0.2788496897831302,0.1591727962473461,0.1022753064030973,0.437574721076806,0.4474697424623079,0.1493170370685112,0.2829320636882504,0.9043958124982472,0.358176658717047,0.149045697812233,0.140620579432235,0.5028128703343545,747.8388278388279,802.2344322344322,809.8901098901099,765.9706959706959,819.1575091575091,617.6923076923077,-0.501587,0.006958,0.845215,0.545807,1.330872,-1.779480,1,1,1,1,1,85.000000
2024-12-18 12:39:29.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-12-18 12:39:30.128,0.2746265249848768,0.3797331331878792,0.7491365043220291,0.1747938368306449,0.1386204597873362,0.3301081844304291,0.3734920283397433,0.1001307184646717,0.2788496897831302,0.1013206308632641,0.2015973559153227,0.437574721076806,0.4474697424623079,0.2589066182591928,0.281454328537348,0.9043958124982472,0.358176658717047,0.2213045544290364,0.07795552489429811,0.5028128703343545,735.3479853479854,805.0549450549451,809.8901098901099,743.4065934065934,848.5714285714286,657.1794871794872,-0.515259,0.006775,0.844055,-0.291595,-0.463562,1.158905,1,1,1,1,1,85.000000
2024-12-18 12:39:30.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-12-18 12:39:30.618,0.2746265249848768,0.3027741915888972,0.6162980431763728,0.1747938368306449,0.1386204597873362,0.1521103612145391,0.3373016618811424,0.1001307184646717,0.2788496897831302,0.04665394232016631,0.2100096932969801,0.437574721076806,0.4474697424623079,0.2050718629376312,0.3112164005372782,0.9043958124982472,0.358176658717047,0.2120736571057273,-0.01410176714850029,0.5028128703343545,814.3223443223443,803.4432234432235,801.4285714285714,790.1465201465202,763.956043956044,587.0695970695971,-0.498779,0.000183,0.869568,-0.007477,-1.472931,-0.194397,1,1,1,1,1,85.000000
2024-12-18 12:39:31.126,0.2746265249848768,0.4106676173876596,0.6173631831712046,0.1747938368306449,0.1386204597873362,0.2036606034997654,0.4267046598586754,0.1001307184646717,0.2788496897831302,0.1105687699086227,0.2429610364440515,0.437574721076806,0.4474697424623079,0.213540253061927,0.3138116864135909,0.9043958124982472,0.358176658717047,0.1666484017273537,0.1385770894161434,0.5028128703343545,786.5201465201466,801.025641025641,815.934065934066,792.1611721611722,848.1684981684982,670.8791208791209,-0.512207,0.014282,0.852966,0.508423,-2.467346,-0.246735,1,2,1,1,2,85.000000
2024-12-18 12:39:31.622,0.2746265249848768,0.5756453766771807,0.5962931834630693,0.1747938368306449,0.1386204597873362,0.3522429011153525,0.3762417750101273,0.1001307184646717,0.2788496897831302,0.1904765169667497,0.2396604352844347,0.437574721076806,0.4474697424623079,0.2379740041771953,0.3305444488236596,0.9043958124982472,0.358176658717047,0.1205200640614125,0.2295419426892486,0.5028128703343545,753.0769230769231,816.7399267399268,815.5311355311355,754.6886446886447,855.4212454212454,750.6593406593407,-0.508606,0.010376,0.854797,-3.043060,-4.785156,2.048645,1,2,1,1,2,85.000000
2024-12-18 12:39:31.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-12-18 12:39:32.118,1.061427501174382,0.5897683251055655,0.6154562502020214,0.8580426409464795,0.9455940505574363,0.3425184337972949,0.3203853851010658,0.7062900098802762,0.5896208959656275,0.1655241970556675,0.4030252569157847,0.7158107270872975,0.6134364422176954,0.2803515942212205,0.2930614713373944,0.7667340016278157,0.4241282067728468,0.05780277473042661,0.19090273071547,0.7488399938823703,804.2490842490843,807.4725274725275,803.4432234432235,769.1941391941392,929.5604395604396,834.0659340659341,-0.544312,-0.027161,0.841125,1.128998,-4.239349,-0.747681,1,1,1,1,1,85.000000
